subregion,coefficient,std_error,t_stat,p_value
ASEAN,-0.03311631846413468,0.006840149943078348,-4.841460894822282,1.2892284306786905e-06
Japan_Korea,0.038756089443798464,0.004944600900455021,7.838062206442583,4.6629367034256575e-15
Australia_NZ,-0.03978077047800722,0.012860311326463016,-3.0932976246188715,0.0019795539444220633
