"数据年月","商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","贸易方式编码","贸易方式名称","注册地编码","注册地名称","第一数量","第一计量单位","第二数量","第二计量单位","人民币",
"202201","01012900","其他马，改良种用除外","309","荷兰","10","一般贸易","11","北京市","6200","千克","36","头","1,304,562",
"202201","01012900","其他马，改良种用除外","601","澳大利亚","10","一般贸易","44","广东省","4950","千克","9","头","57,344",
"202201","01012900","其他马，改良种用除外","609","新西兰","10","一般贸易","44","广东省","3300","千克","6","头","38,229",
"202201","01022100","改良种用家牛","412","智利","10","一般贸易","11","北京市","1030590","千克","3817","头","51,092,586",
"202201","01022100","改良种用家牛","601","澳大利亚","10","一般贸易","11","北京市","431592","千克","1468","头","26,889,910",
"202201","01022100","改良种用家牛","601","澳大利亚","10","一般贸易","12","天津市","1232500","千克","4250","头","85,212,500",
"202201","01022100","改良种用家牛","609","新西兰","10","一般贸易","11","北京市","628628","千克","1924","头","33,670,000",
"202201","01022100","改良种用家牛","609","新西兰","10","一般贸易","37","山东省","608685","千克","1705","头","33,133,913",
"202201","01022900","其他家牛，改良种用除外","412","智利","10","一般贸易","11","北京市","1332990","千克","4937","头","62,507,157",
"202201","01022900","其他家牛，改良种用除外","444","乌拉圭","10","一般贸易","45","广西壮族自治区","4442125","千克","13695","头","129,672,190",
"202201","01022900","其他家牛，改良种用除外","601","澳大利亚","10","一般贸易","12","天津市","3244520","千克","11188","头","210,514,850",
"202201","01022900","其他家牛，改良种用除外","609","新西兰","10","一般贸易","11","北京市","4396440","千克","13614","头","184,145,692",
"202201","01022900","其他家牛，改良种用除外","609","新西兰","10","一般贸易","37","山东省","159232","千克","457","头","6,113,231",
"202201","01022900","其他家牛，改良种用除外","609","新西兰","10","一般贸易","45","广西壮族自治区","1390735","千克","4645","头","49,123,919",
"202201","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","11","北京市","139210","千克","202","头","5,494,400",
"202201","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","13","河北省","28280","千克","41","头","1,066,000",
"202201","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","15","内蒙古自治区","140820","千克","209","头","5,311,572",
"202201","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","32","江苏省","104570","千克","190","头","5,605,000",
"202201","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","34","安徽省","41175","千克","72","头","1,587,665",
"202201","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","42","湖北省","49300","千克","80","头","2,000,000",
"202201","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","44","广东省","7200","千克","13","头","318,513",
"202201","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","52","贵州省","26070","千克","43","头","1,161,000",
"202201","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","62","甘肃省","60760","千克","112","头","3,136,000",
"202201","01029090","其他牛，改良种用除外","121","中国澳门","10","一般贸易","15","内蒙古自治区","21640","千克","31","头","759,531",
"202201","01029090","其他牛，改良种用除外","121","中国澳门","10","一般贸易","44","广东省","25600","千克","32","头","917,510",
"202201","01031000","改良种用猪","302","丹麦","10","一般贸易","11","北京市","48268","千克","1123","头","18,436,310",
"202201","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","33","浙江省","30150","千克","240","头","490,020",
"202201","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","36","江西省","990410","千克","8204","头","18,553,954",
"202201","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","42","湖北省","146000","千克","1237","头","3,030,774",
"202201","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","44","广东省","1009740","千克","8905","头","21,812,010",
"202201","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","45","广西壮族自治区","145500","千克","1260","头","4,359,708",
"202201","01039200","其他猪，重量≥50kg，改良种用除外","121","中国澳门","10","一般贸易","33","浙江省","19800","千克","198","头","646,824",
"202201","01039200","其他猪，重量≥50kg，改良种用除外","121","中国澳门","10","一般贸易","43","湖南省","25050","千克","210","头","686,028",
"202201","01039200","其他猪，重量≥50kg，改良种用除外","121","中国澳门","10","一般贸易","44","广东省","95222","千克","910","头","2,062,772",
"202201","01042090","其他山羊，改良种用除外","110","中国香港","10","一般贸易","44","广东省","6900","千克","219","头","357,714",
"202201","01051110","改良种用鸡，改良种用除外，重量≤185g","501","加拿大","10","一般贸易","11","北京市","1042","千克","26039","只","7,118,902",
