"数据年月","商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","贸易方式编码","贸易方式名称","注册地编码","注册地名称","第一数量","第一计量单位","第二数量","第二计量单位","人民币",
"201501","01012100","改良种用马","309","荷兰","10","一般贸易","11","北京市","4700","千克","11","头","1,102,872",
"201501","01012100","改良种用马","502","美国","10","一般贸易","11","北京市","4500","千克","9","头","3,145,499",
"201501","01012900","其他马，改良种用除外","124","蒙古","10","一般贸易","11","北京市","4000","千克","10","头","73,364",
"201501","01012900","其他马，改良种用除外","124","蒙古","19","边境小额贸易","65","新疆维吾尔自治区","72180","千克","228","头","441,288",
"201501","01012900","其他马，改良种用除外","133","韩国","10","一般贸易","13","河北省","6685","千克","18","头","44,019",
"201501","01012900","其他马，改良种用除外","301","比利时","10","一般贸易","31","上海市","900","千克","3","头","407,262",
"201501","01012900","其他马，改良种用除外","303","英国","10","一般贸易","11","北京市","1200","千克","3","头","348,726",
"201501","01012900","其他马，改良种用除外","304","德国","10","一般贸易","11","北京市","4800","千克","12","头","1,857,670",
"201501","01012900","其他马，改良种用除外","309","荷兰","10","一般贸易","11","北京市","15920","千克","124","头","4,829,553",
"201501","01012900","其他马，改良种用除外","309","荷兰","10","一般贸易","21","辽宁省","2200","千克","45","头","965,311",
"201501","01012900","其他马，改良种用除外","344","俄罗斯","19","边境小额贸易","15","内蒙古自治区","7950","千克","17","头","266,374",
"201501","01012900","其他马，改良种用除外","402","阿根廷","11","国家间、国际组织无偿援助和赠送的物资","11","北京市","2400","千克","5","头","624,739",
"201501","01022100","改良种用家牛","412","智利","10","一般贸易","11","北京市","1950291","千克","7134","头","112,169,786",
"201501","01022100","改良种用家牛","601","澳大利亚","10","一般贸易","11","北京市","3621335","千克","10685","头","229,063,832",
"201501","01022100","改良种用家牛","601","澳大利亚","10","一般贸易","21","辽宁省","1161432","千克","4104","头","71,822,395",
"201501","01022100","改良种用家牛","609","新西兰","10","一般贸易","11","北京市","2056915","千克","6218","头","127,547,357",
"201501","01022100","改良种用家牛","609","新西兰","10","一般贸易","21","辽宁省","1041277","千克","4469","头","76,164,974",
"201501","01022900","其他家牛，改良种用除外","609","新西兰","10","一般贸易","11","北京市","64506","千克","195","头","1,795,862",
"201501","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","11","北京市","175370","千克","275","头","5,246,797",
"201501","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","13","河北省","48190","千克","79","头","1,432,521",
"201501","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","15","内蒙古自治区","53820","千克","92","头","1,668,252",
"201501","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","32","江苏省","153400","千克","270","头","5,215,264",
"201501","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","34","安徽省","96090","千克","162","头","2,809,861",
"201501","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","42","湖北省","84780","千克","142","头","2,574,914",
"201501","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","44","广东省","99420","千克","149","头","2,993,518",
