"数据年月","商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","贸易方式编码","贸易方式名称","注册地编码","注册地名称","第一数量","第一计量单位","第二数量","第二计量单位","人民币",
"202501","01012900","其他马，改良种用除外","124","蒙古","10","一般贸易","15","内蒙古自治区","15020","千克","26","头","254,800",
"202501","01012900","其他马，改良种用除外","124","蒙古","19","边境小额贸易","15","内蒙古自治区","10740","千克","28","头","322,269",
"202501","01012900","其他马，改良种用除外","309","荷兰","10","一般贸易","31","上海市","34800","千克","72","头","20,237,746",
"202501","01022900","其他家牛，改良种用除外","601","澳大利亚","10","一般贸易","12","天津市","259400","千克","925","头","9,051,400",
"202501","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","13","河北省","27670","千克","41","头","1,025,000",
"202501","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","15","内蒙古自治区","56370","千克","80","头","1,920,000",
"202501","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","32","江苏省","12900","千克","23","头","759,000",
"202501","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","61","陕西省","100800","千克","168","头","5,315,000",
"202501","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","62","甘肃省","17380","千克","28","头","840,000",
"202501","01029090","其他牛，改良种用除外","121","中国澳门","10","一般贸易","13","河北省","22000","千克","25","头","809,533",
"202501","01029090","其他牛，改良种用除外","121","中国澳门","10","一般贸易","61","陕西省","15200","千克","16","头","562,509",
"202501","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","36","江西省","74400","千克","600","头","1,800,000",
"202501","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","43","湖南省","180030","千克","1512","头","2,797,746",
"202501","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","44","广东省","62250","千克","516","头","1,217,820",
"202501","01039200","其他猪，重量≥50kg，改良种用除外","121","中国澳门","10","一般贸易","43","湖南省","81900","千克","630","头","1,690,308",
"202501","01039200","其他猪，重量≥50kg，改良种用除外","121","中国澳门","10","一般贸易","44","广东省","321387","千克","2789","头","7,023,140",
"202501","01039200","其他猪，重量≥50kg，改良种用除外","121","中国澳门","10","一般贸易","45","广西壮族自治区","36520","千克","304","头","843,762",
"202501","01041090","其他绵羊，改良种用除外","124","蒙古","19","边境小额贸易","15","内蒙古自治区","95220","千克","2860","头","1,144,000",
"202501","01042090","其他山羊，改良种用除外","125","尼泊尔","19","边境小额贸易","54","西藏自治区","4360","千克","218","头","174,400",
"202501","01051110","改良种用鸡，改良种用除外，重量≤185g","305","法国","10","一般贸易","11","北京市","416","千克","10948","只","1,837,778",
"202501","01051190","其他鸡，改良种用除外，重量≤185g","110","中国香港","10","一般贸易","44","广东省","12472","千克","287080","只","1,190,821",
"202501","01061211","改良种用鲸、海豚及鼠海豚；改良种用海牛及儒艮","116","日本","10","一般贸易","11","北京市","1450","千克","6","只","7,547,400",
"202501","01061211","改良种用鲸、海豚及鼠海豚；改良种用海牛及儒艮","116","日本","10","一般贸易","12","天津市","3193","千克","12","只","20,404,935",
"202501","01061211","改良种用鲸、海豚及鼠海豚；改良种用海牛及儒艮","312","西班牙","39","其他","46","海南省","1462","千克","8","只","22,176,376",
"202501","01061221","改良种用海豹、海狮及海象","312","西班牙","39","其他","46","海南省","1195","千克","8","只","3,411,752",
"202501","01061490","其他家兔及野兔,改良种用除外","133","韩国","10","一般贸易","32","江苏省","687","千克","262","只","209,646",
"202501","01061910","其他改良种用哺乳动物","133","韩国","10","一般贸易","32","江苏省","980","千克","98","只","361,763",
"202501","01061990","未列名哺乳动物,改良种用除外","107","柬埔寨","10","一般贸易","21","辽宁省","17","千克","5","只","3,451",
"202501","01061990","未列名哺乳动物,改良种用除外","107","柬埔寨","10","一般贸易","37","山东省","8","千克","2","只","2,876",
"202501","01061990","未列名哺乳动物,改良种用除外","107","柬埔寨","10","一般贸易","53","云南省","17","千克","9","只","6,470",
"202501","01061990","未列名哺乳动物,改良种用除外","110","中国香港","10","一般贸易","11","北京市","2","千克","103","只","154,439",
"202501","01061990","未列名哺乳动物,改良种用除外","110","中国香港","10","一般贸易","31","上海市","0","千克","28","只","44,000",
"202501","01061990","未列名哺乳动物,改良种用除外","110","中国香港","10","一般贸易","32","江苏省","1","千克","86","只","53,831",
"202501","01061990","未列名哺乳动物,改良种用除外","110","中国香港","10","一般贸易","53","云南省","110","千克","6","只","258,000",
"202501","01061990","未列名哺乳动物,改良种用除外","110","中国香港","39","其他","44","广东省","1","千克","44","只","3,551",
"202501","01061990","未列名哺乳动物,改良种用除外","111","印度","10","一般贸易","32","江苏省","97","千克","16","只","138,671",
"202501","01061990","未列名哺乳动物,改良种用除外","116","日本","10","一般贸易","11","北京市","1371","千克","928","只","6,829,500",
"202501","01061990","未列名哺乳动物,改良种用除外","116","日本","10","一般贸易","12","天津市","12","千克","6","只","10,782",
"202501","01061990","未列名哺乳动物,改良种用除外","116","日本","10","一般贸易","21","辽宁省","189","千克","31","只","20,576",
"202501","01061990","未列名哺乳动物,改良种用除外","116","日本","10","一般贸易","32","江苏省","43","千克","190","只","544,683",
"202501","01061990","未列名哺乳动物,改良种用除外","116","日本","10","一般贸易","37","山东省","534","千克","55","只","276,578",
"202501","01061990","未列名哺乳动物,改良种用除外","121","中国澳门","10","一般贸易","31","上海市","1","千克","43","只","16,050",
"202501","01061990","未列名哺乳动物,改良种用除外","121","中国澳门","10","一般贸易","44","广东省","22","千克","125","只","26,955",
"202501","01061990","未列名哺乳动物,改良种用除外","122","马来西亚","10","一般贸易","21","辽宁省","338","千克","107","只","49,534",
"202501","01061990","未列名哺乳动物,改良种用除外","122","马来西亚","10","一般贸易","37","山东省","82","千克","14","只","10,066",
"202501","01061990","未列名哺乳动物,改良种用除外","122","马来西亚","10","一般贸易","53","云南省","95","千克","37","只","26,596",
"202501","01061990","未列名哺乳动物,改良种用除外","125","尼泊尔","10","一般贸易","37","山东省","218","千克","9","只","28,032",
"202501","01061990","未列名哺乳动物,改良种用除外","129","菲律宾","10","一般贸易","21","辽宁省","9","千克","3","只","1,650",
"202501","01061990","未列名哺乳动物,改良种用除外","129","菲律宾","10","一般贸易","34","安徽省","30","千克","5","只","7,188",
"202501","01061990","未列名哺乳动物,改良种用除外","129","菲律宾","10","一般贸易","37","山东省","19","千克","8","只","25,158",
"202501","01061990","未列名哺乳动物,改良种用除外","132","新加坡","10","一般贸易","37","山东省","11","千克","3","只","8,625",
"202501","01061990","未列名哺乳动物,改良种用除外","133","韩国","10","一般贸易","11","北京市","659","千克","293","只","761,049",
"202501","01061990","未列名哺乳动物,改良种用除外","133","韩国","10","一般贸易","21","辽宁省","168","千克","94","只","34,821",
"202501","01061990","未列名哺乳动物,改良种用除外","133","韩国","10","一般贸易","32","江苏省","148","千克","2221","只","441,339",
"202501","01061990","未列名哺乳动物,改良种用除外","133","韩国","10","一般贸易","37","山东省","26","千克","4","只","9,343",
"202501","01061990","未列名哺乳动物,改良种用除外","133","韩国","10","一般贸易","61","陕西省","161","千克","18","只","132,755",
"202501","01061990","未列名哺乳动物,改良种用除外","136","泰国","10","一般贸易","21","辽宁省","335","千克","10","只","24,151",
"202501","01061990","未列名哺乳动物,改良种用除外","136","泰国","10","一般贸易","32","江苏省","0","千克","6","只","1,294",
"202501","01061990","未列名哺乳动物,改良种用除外","136","泰国","10","一般贸易","53","云南省","250","千克","91","只","65,410",
"202501","01061990","未列名哺乳动物,改良种用除外","138","阿联酋","10","一般贸易","21","辽宁省","90","千克","17","只","11,783",
"202501","01061990","未列名哺乳动物,改良种用除外","138","阿联酋","10","一般贸易","37","山东省","27","千克","9","只","24,438",
"202501","01061990","未列名哺乳动物,改良种用除外","149","乌兹别克斯坦","10","一般贸易","37","山东省","8","千克","4","只","5,752",
"202501","01061990","未列名哺乳动物,改良种用除外","253","赞比亚","10","一般贸易","37","山东省","10","千克","1","只","1,438",
"202501","01061990","未列名哺乳动物,改良种用除外","301","比利时","10","一般贸易","32","江苏省","0","千克","5","只","69,664",
"202501","01061990","未列名哺乳动物,改良种用除外","302","丹麦","10","一般贸易","11","北京市","1","千克","36","只","63,655",
"202501","01061990","未列名哺乳动物,改良种用除外","302","丹麦","10","一般贸易","32","江苏省","7","千克","303","只","545,230",
"202501","01061990","未列名哺乳动物,改良种用除外","303","英国","10","一般贸易","32","江苏省","1","千克","71","只","559,578",
"202501","01061990","未列名哺乳动物,改良种用除外","304","德国","10","一般贸易","31","上海市","0","千克","17","只","23,001",
"202501","01061990","未列名哺乳动物,改良种用除外","304","德国","10","一般贸易","32","江苏省","3","千克","132","只","296,430",
"202501","01061990","未列名哺乳动物,改良种用除外","305","法国","10","一般贸易","31","上海市","1","千克","36","只","114,925",
"202501","01061990","未列名哺乳动物,改良种用除外","305","法国","10","一般贸易","32","江苏省","9","千克","513","只","1,383,758",
"202501","01061990","未列名哺乳动物,改良种用除外","307","意大利","10","一般贸易","32","江苏省","0","千克","3","只","107,457",
"202501","01061990","未列名哺乳动物,改良种用除外","307","意大利","10","一般贸易","44","广东省","2","千克","11","只","2,372",
