"数据年月","商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","贸易方式编码","贸易方式名称","注册地编码","注册地名称","第一数量","第一计量单位","第二数量","第二计量单位","人民币",
"202001","01012900","其他马，改良种用除外","309","荷兰","10","一般贸易","11","北京市","15920","千克","71","头","4,044,026",
"202001","01012900","其他马，改良种用除外","609","新西兰","10","一般贸易","11","北京市","7200","千克","18","头","4,475,464",
"202001","01013090","其他驴，改良种用除外","133","韩国","10","一般贸易","41","河南省","8500","千克","34","头","530,505",
"202001","01013090","其他驴，改良种用除外","146","吉尔吉斯斯坦","19","边境小额贸易","65","新疆维吾尔自治区","113580","千克","1000","头","849,983",
"202001","01022100","改良种用家牛","601","澳大利亚","10","一般贸易","11","北京市","793535","千克","2693","头","33,913,450",
"202001","01022100","改良种用家牛","609","新西兰","10","一般贸易","11","北京市","472500","千克","1750","头","26,266,000",
"202001","01022900","其他家牛，改良种用除外","601","澳大利亚","10","一般贸易","11","北京市","6025925","千克","20716","头","235,871,422",
"202001","01022900","其他家牛，改良种用除外","609","新西兰","10","一般贸易","11","北京市","1336500","千克","4950","头","55,370,330",
"202001","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","15","内蒙古自治区","52800","千克","80","头","1,797,200",
"202001","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","34","安徽省","83560","千克","132","头","3,082,247",
"202001","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","44","广东省","28850","千克","52","头","1,337,626",
"202001","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","52","贵州省","15200","千克","24","头","560,726",
"202001","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","61","陕西省","19660","千克","35","头","809,639",
"202001","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","62","甘肃省","10160","千克","18","头","403,110",
"202001","01029090","其他牛，改良种用除外","121","中国澳门","10","一般贸易","13","河北省","28480","千克","36","头","970,488",
"202001","01029090","其他牛，改良种用除外","121","中国澳门","10","一般贸易","15","内蒙古自治区","20620","千克","32","头","747,635",
"202001","01029090","其他牛，改良种用除外","121","中国澳门","10","一般贸易","44","广东省","20160","千克","28","头","685,696",
"202001","01029090","其他牛，改良种用除外","121","中国澳门","10","一般贸易","61","陕西省","11100","千克","14","头","339,671",
"202001","01031000","改良种用猪","302","丹麦","10","一般贸易","11","北京市","45000","千克","1000","头","13,336,835",
"202001","01031000","改良种用猪","305","法国","10","一般贸易","11","北京市","69750","千克","1395","头","15,763,133",
"202001","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","31","上海市","91200","千克","800","头","5,207,124",
"202001","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","36","江西省","27000","千克","210","头","1,015,836",
"202001","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","42","湖北省","17840","千克","140","头","664,684",
"202001","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","44","广东省","288413","千克","2535","头","16,936,253",
"202001","01039200","其他猪，重量≥50kg，改良种用除外","121","中国澳门","10","一般贸易","44","广东省","10200","千克","102","头","452,699",
"202001","01051110","改良种用鸡，改良种用除外，重量≤185g","609","新西兰","10","一般贸易","11","北京市","1556","千克","33280","只","5,106,528",
"202001","01051190","其他鸡，改良种用除外，重量≤185g","110","中国香港","10","一般贸易","44","广东省","1300","千克","29700","只","93,773",
"202001","01061110","改良种用灵长目动物","136","泰国","10","一般贸易","35","福建省","472","千克","78","只","164,219",
"202001","01061110","改良种用灵长目动物","344","俄罗斯","10","一般贸易","12","天津市","16","千克","2","只","139,938",
"202001","01061190","其他灵长目动物，改良种用除外","116","日本","10","一般贸易","45","广西壮族自治区","237","千克","48","只","1,276,235",
"202001","01061190","其他灵长目动物，改良种用除外","135","叙利亚","10","一般贸易","12","天津市","200","千克","147","只","519,323",
"202001","01061190","其他灵长目动物，改良种用除外","502","美国","10","一般贸易","11","北京市","540","千克","108","只","1,775,813",
"202001","01061190","其他灵长目动物，改良种用除外","502","美国","10","一般贸易","45","广西壮族自治区","900","千克","360","只","4,757,752",
"202001","01061190","其他灵长目动物，改良种用除外","502","美国","10","一般贸易","51","四川省","500","千克","120","只","2,770,772",
"202001","01061211","改良种用鲸、海豚及鼠海豚；改良种用海牛及儒艮","116","日本","10","一般贸易","44","广东省","581","千克","4","只","2,386,394",
"202001","01061490","其他家兔及野兔,改良种用除外","133","韩国","10","一般贸易","32","江苏省","1422","千克","610","只","347,767",
"202001","01061490","其他家兔及野兔,改良种用除外","133","韩国","10","一般贸易","37","山东省","151","千克","62","只","44,081",
"202001","01061490","其他家兔及野兔,改良种用除外","502","美国","10","一般贸易","44","广东省","80","千克","40","只","167,933",
"202001","01061910","其他改良种用哺乳动物","133","韩国","10","一般贸易","11","北京市","130","千克","13","只","66,713",
"202001","01061910","其他改良种用哺乳动物","136","泰国","10","一般贸易","21","辽宁省","500","千克","10","只","769,659",
"202001","01061910","其他改良种用哺乳动物","244","南非","10","一般贸易","11","北京市","130","千克","11","只","2,693,807",
"202001","01061910","其他改良种用哺乳动物","302","丹麦","10","一般贸易","23","黑龙江省","24602","千克","9929","只","5,877,707",
"202001","01061910","其他改良种用哺乳动物","501","加拿大","10","一般贸易","51","四川省","158","千克","2","只","1,399,380",
"202001","01061990","未列名哺乳动物,改良种用除外","107","柬埔寨","10","一般贸易","42","湖北省","97","千克","23","只","16,093",
"202001","01061990","未列名哺乳动物,改良种用除外","107","柬埔寨","10","一般贸易","53","云南省","3","千克","1","只","700",
"202001","01061990","未列名哺乳动物,改良种用除外","110","中国香港","10","一般贸易","11","北京市","0","千克","6","只","126",
"202001","01061990","未列名哺乳动物,改良种用除外","110","中国香港","10","一般贸易","31","上海市","1","千克","9","只","1,190",
"202001","01061990","未列名哺乳动物,改良种用除外","110","中国香港","10","一般贸易","32","江苏省","53","千克","36","只","139,371",
"202001","01061990","未列名哺乳动物,改良种用除外","115","以色列","10","一般贸易","32","江苏省","0","千克","18","只","378",
"202001","01061990","未列名哺乳动物,改良种用除外","116","日本","10","一般贸易","11","北京市","173","千克","164","只","454,934",
"202001","01061990","未列名哺乳动物,改良种用除外","116","日本","10","一般贸易","31","上海市","7","千克","110","只","423,769",
"202001","01061990","未列名哺乳动物,改良种用除外","116","日本","10","一般贸易","32","江苏省","36","千克","388","只","874,879",
"202001","01061990","未列名哺乳动物,改良种用除外","116","日本","10","一般贸易","37","山东省","24","千克","14","只","20,502",
"202001","01061990","未列名哺乳动物,改良种用除外","122","马来西亚","10","一般贸易","44","广东省","121","千克","10","只","7,000",
"202001","01061990","未列名哺乳动物,改良种用除外","122","马来西亚","10","一般贸易","53","云南省","204","千克","21","只","14,701",
"202001","01061990","未列名哺乳动物,改良种用除外","125","尼泊尔","10","一般贸易","53","云南省","26","千克","3","只","2,099",
"202001","01061990","未列名哺乳动物,改良种用除外","129","菲律宾","10","一般贸易","42","湖北省","15","千克","3","只","2,099",
"202001","01061990","未列名哺乳动物,改良种用除外","129","菲律宾","10","一般贸易","44","广东省","32","千克","4","只","2,800",
"202001","01061990","未列名哺乳动物,改良种用除外","132","新加坡","10","一般贸易","11","北京市","2","千克","58","只","5,606",
