"数据年月","商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","贸易方式编码","贸易方式名称","注册地编码","注册地名称","第一数量","第一计量单位","第二数量","第二计量单位","人民币",
"201901","01012900","其他马，改良种用除外","124","蒙古","19","边境小额贸易","15","内蒙古自治区","9800","千克","28","头","250,683",
"201901","01012900","其他马，改良种用除外","305","法国","10","一般贸易","11","北京市","6950","千克","17","头","2,309,337",
"201901","01012900","其他马，改良种用除外","306","爱尔兰","10","一般贸易","11","北京市","9450","千克","21","头","1,977,517",
"201901","01012900","其他马，改良种用除外","309","荷兰","10","一般贸易","11","北京市","24220","千克","96","头","8,759,751",
"201901","01012900","其他马，改良种用除外","609","新西兰","10","一般贸易","11","北京市","7200","千克","18","头","3,379,024",
"201901","01013090","其他驴，改良种用除外","146","吉尔吉斯斯坦","19","边境小额贸易","65","新疆维吾尔自治区","637200","千克","5250","头","3,254,060",
"201901","01022100","改良种用家牛","601","澳大利亚","10","一般贸易","11","北京市","1841508","千克","6419","头","69,292,132",
"201901","01022900","其他家牛，改良种用除外","601","澳大利亚","10","一般贸易","11","北京市","5542663","千克","15346","头","164,391,608",
"201901","01022900","其他家牛，改良种用除外","601","澳大利亚","10","一般贸易","35","福建省","2277918","千克","3942","头","51,769,712",
"201901","01022900","其他家牛，改良种用除外","601","澳大利亚","10","一般贸易","37","山东省","1344120","千克","2396","头","30,547,506",
"201901","01022900","其他家牛，改良种用除外","601","澳大利亚","10","一般贸易","65","新疆维吾尔自治区","1233092","千克","3748","头","41,557,824",
"201901","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","11","北京市","186755","千克","287","头","6,252,006",
"201901","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","13","河北省","27200","千克","46","头","931,570",
"201901","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","14","山西省","25000","千克","40","头","886,700",
"201901","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","15","内蒙古自治区","163520","千克","258","头","5,467,905",
"201901","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","32","江苏省","191600","千克","328","头","8,523,016",
"201901","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","34","安徽省","76680","千克","122","头","2,792,946",
"201901","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","41","河南省","24050","千克","37","头","814,463",
"201901","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","42","湖北省","100450","千克","160","头","3,310,688",
"201901","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","44","广东省","51300","千克","91","头","2,130,498",
"201901","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","52","贵州省","12600","千克","22","头","406,792",
"201901","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","61","陕西省","33920","千克","61","头","1,273,203",
"201901","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","62","甘肃省","38840","千克","71","头","1,437,860",
"201901","01029090","其他牛，改良种用除外","121","中国澳门","10","一般贸易","13","河北省","23280","千克","32","头","704,400",
"201901","01029090","其他牛，改良种用除外","121","中国澳门","10","一般贸易","15","内蒙古自治区","25040","千克","36","头","824,148",
"201901","01029090","其他牛，改良种用除外","121","中国澳门","10","一般贸易","44","广东省","70560","千克","102","头","2,458,370",
"201901","01039120","其他猪，10kg≤重量＜50kg，改良种用除外","110","中国香港","10","一般贸易","31","上海市","23520","千克","480","头","727,257",
"201901","01039120","其他猪，10kg≤重量＜50kg，改良种用除外","110","中国香港","10","一般贸易","44","广东省","10400","千克","230","头","392,748",
"201901","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","31","上海市","432900","千克","3839","头","7,935,820",
"201901","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","33","浙江省","2528200","千克","21407","头","44,513,923",
"201901","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","36","江西省","813500","千克","7086","头","13,146,838",
"201901","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","41","河南省","1658400","千克","14296","头","29,580,928",
"201901","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","42","湖北省","78400","千克","680","头","1,349,964",
"201901","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","43","湖南省","134040","千克","1160","头","2,553,450",
"201901","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","44","广东省","2587642","千克","23493","头","47,057,163",
"201901","01039200","其他猪，重量≥50kg，改良种用除外","121","中国澳门","10","一般贸易","44","广东省","225050","千克","2240","头","4,671,102",
"201901","01041090","其他绵羊，改良种用除外","601","澳大利亚","10","一般贸易","11","北京市","16418","千克","228","头","2,704,209",
"201901","01042090","其他山羊，改良种用除外","110","中国香港","10","一般贸易","44","广东省","4800","千克","163","头","288,804",
"201901","01042090","其他山羊，改良种用除外","601","澳大利亚","10","一般贸易","11","北京市","13821","千克","288","头","3,322,089",
"201901","01051110","改良种用鸡，改良种用除外，重量≤185g","609","新西兰","10","一般贸易","11","北京市","3112","千克","66560","只","9,109,598",
"201901","01051190","其他鸡，改良种用除外，重量≤185g","110","中国香港","10","一般贸易","44","广东省","1072","千克","26800","只","55,576",
"201901","01061110","改良种用灵长目动物","135","叙利亚","10","一般贸易","44","广东省","80","千克","23","只","1,646,079",
"201901","01061190","其他灵长目动物，改良种用除外","116","日本","10","一般贸易","44","广东省","723","千克","241","只","3,666,516",
"201901","01061190","其他灵长目动物，改良种用除外","116","日本","10","一般贸易","45","广西壮族自治区","150","千克","60","只","743,785",
"201901","01061190","其他灵长目动物，改良种用除外","116","日本","10","一般贸易","46","海南省","532","千克","196","只","3,163,842",
"201901","01061190","其他灵长目动物，改良种用除外","309","荷兰","10","一般贸易","11","北京市","756","千克","288","只","3,570,168",
"201901","01061190","其他灵长目动物，改良种用除外","501","加拿大","10","一般贸易","53","云南省","810","千克","240","只","3,636,284",
"201901","01061190","其他灵长目动物，改良种用除外","502","美国","10","一般贸易","11","北京市","1400","千克","315","只","3,703,430",
"201901","01061190","其他灵长目动物，改良种用除外","502","美国","10","一般贸易","44","广东省","2000","千克","600","只","8,658,486",
"201901","01061190","其他灵长目动物，改良种用除外","502","美国","10","一般贸易","45","广西壮族自治区","900","千克","360","只","4,679,505",
"201901","01061211","改良种用鲸、海豚及鼠海豚；改良种用海牛及儒艮","116","日本","10","一般贸易","11","北京市","1098","千克","9","只","5,540,534",
"201901","01061221","改良种用海豹、海狮及海象","143","中国台湾","10","一般贸易","31","上海市","176","千克","2","只","1,560,000",
"201901","01061221","改良种用海豹、海狮及海象","344","俄罗斯","10","一般贸易","21","辽宁省","1651","千克","19","只","1,372,904",
"201901","01061490","其他家兔及野兔,改良种用除外","116","日本","10","一般贸易","32","江苏省","2700","千克","900","只","126,900",
"201901","01061490","其他家兔及野兔,改良种用除外","132","新加坡","10","一般贸易","32","江苏省","212","千克","60","只","51,300",
"201901","01061490","其他家兔及野兔,改良种用除外","133","韩国","10","一般贸易","32","江苏省","234","千克","109","只","58,246",
"201901","01061490","其他家兔及野兔,改良种用除外","133","韩国","10","一般贸易","37","山东省","271","千克","117","只","81,650",
"201901","01061910","其他改良种用哺乳动物","244","南非","10","一般贸易","21","辽宁省","5400","千克","6","只","1,136,339",
"201901","01061910","其他改良种用哺乳动物","358","塞尔维亚","10","一般贸易","13","河北省","350","千克","5","只","361,477",
"201901","01061910","其他改良种用哺乳动物","502","美国","10","一般贸易","12","天津市","200","千克","10","只","241,765",
"201901","01061990","未列名哺乳动物,改良种用除外","106","缅甸","10","一般贸易","44","广东省","60","千克","3","只","2,083",
"201901","01061990","未列名哺乳动物,改良种用除外","107","柬埔寨","10","一般贸易","42","湖北省","2","千克","1","只","689",
"201901","01061990","未列名哺乳动物,改良种用除外","107","柬埔寨","10","一般贸易","44","广东省","84","千克","7","只","4,821",
"201901","01061990","未列名哺乳动物,改良种用除外","110","中国香港","10","一般贸易","11","北京市","0","千克","4","只","83",
"201901","01061990","未列名哺乳动物,改良种用除外","110","中国香港","10","一般贸易","32","江苏省","32","千克","16","只","42,974",
"201901","01061990","未列名哺乳动物,改良种用除外","110","中国香港","10","一般贸易","44","广东省","0","千克","17","只","3,512",
"201901","01061990","未列名哺乳动物,改良种用除外","112","印度尼西亚","10","一般贸易","21","辽宁省","6","千克","3","只","1,033",
"201901","01061990","未列名哺乳动物,改良种用除外","112","印度尼西亚","10","一般贸易","42","湖北省","24","千克","1","只","1,377",
"201901","01061990","未列名哺乳动物,改良种用除外","112","印度尼西亚","10","一般贸易","44","广东省","57","千克","2","只","1,378",
"201901","01061990","未列名哺乳动物,改良种用除外","116","日本","10","一般贸易","11","北京市","503","千克","81","只","573,636",
"201901","01061990","未列名哺乳动物,改良种用除外","116","日本","10","一般贸易","32","江苏省","44","千克","76","只","74,138",
"201901","01061990","未列名哺乳动物,改良种用除外","116","日本","39","其他","11","北京市","0","千克","4","只","15,973",
"201901","01061990","未列名哺乳动物,改良种用除外","121","中国澳门","10","一般贸易","31","上海市","5","千克","179","只","6,164",
"201901","01061990","未列名哺乳动物,改良种用除外","122","马来西亚","10","一般贸易","42","湖北省","47","千克","12","只","8,952",
"201901","01061990","未列名哺乳动物,改良种用除外","122","马来西亚","10","一般贸易","44","广东省","302","千克","24","只","16,529",
"201901","01061990","未列名哺乳动物,改良种用除外","125","尼泊尔","10","一般贸易","42","湖北省","13","千克","3","只","2,066",
"201901","01061990","未列名哺乳动物,改良种用除外","125","尼泊尔","10","一般贸易","44","广东省","198","千克","7","只","4,821",
"201901","01061990","未列名哺乳动物,改良种用除外","129","菲律宾","10","一般贸易","21","辽宁省","12","千克","3","只","1,032",
"201901","01061990","未列名哺乳动物,改良种用除外","129","菲律宾","10","一般贸易","42","湖北省","50","千克","1","只","1,377",
"201901","01061990","未列名哺乳动物,改良种用除外","129","菲律宾","10","一般贸易","44","广东省","53","千克","2","只","1,378",
"201901","01061990","未列名哺乳动物,改良种用除外","132","新加坡","10","一般贸易","11","北京市","55","千克","220","只","99,997",
"201901","01061990","未列名哺乳动物,改良种用除外","132","新加坡","10","一般贸易","42","湖北省","50","千克","2","只","2,410",
"201901","01061990","未列名哺乳动物,改良种用除外","132","新加坡","10","一般贸易","44","广东省","3","千克","1","只","689",
"201901","01061990","未列名哺乳动物,改良种用除外","132","新加坡","39","其他","11","北京市","0","千克","4","只","6,283",
"201901","01061990","未列名哺乳动物,改良种用除外","133","韩国","10","一般贸易","11","北京市","1184","千克","440","只","1,018,140",
"201901","01061990","未列名哺乳动物,改良种用除外","133","韩国","10","一般贸易","21","辽宁省","358","千克","358","只","39,023",
"201901","01061990","未列名哺乳动物,改良种用除外","133","韩国","10","一般贸易","32","江苏省","76","千克","53","只","127,270",
"201901","01061990","未列名哺乳动物,改良种用除外","133","韩国","10","一般贸易","37","山东省","210","千克","733","只","201,408",
"201901","01061990","未列名哺乳动物,改良种用除外","133","韩国","10","一般贸易","44","广东省","176","千克","180","只","24,790",
"201901","01061990","未列名哺乳动物,改良种用除外","134","斯里兰卡","10","一般贸易","44","广东省","5","千克","2","只","1,377",
"201901","01061990","未列名哺乳动物,改良种用除外","136","泰国","10","一般贸易","21","辽宁省","15","千克","11","只","1,136",
"201901","01061990","未列名哺乳动物,改良种用除外","136","泰国","10","一般贸易","42","湖北省","444","千克","26","只","26,171",
"201901","01061990","未列名哺乳动物,改良种用除外","136","泰国","10","一般贸易","44","广东省","115","千克","26","只","17,906",
"201901","01061990","未列名哺乳动物,改良种用除外","143","中国台湾","10","一般贸易","32","江苏省","3","千克","16","只","11,499",
"201901","01061990","未列名哺乳动物,改良种用除外","244","南非","10","一般贸易","11","北京市","20","千克","26","只","53,718",
"201901","01061990","未列名哺乳动物,改良种用除外","244","南非","10","一般贸易","12","天津市","131","千克","51","只","202,046",
"201901","01061990","未列名哺乳动物,改良种用除外","303","英国","10","一般贸易","21","辽宁省","1","千克","1","只","344",
"201901","01061990","未列名哺乳动物,改良种用除外","303","英国","39","其他","31","上海市","0","千克","20","只","31,701",
"201901","01061990","未列名哺乳动物,改良种用除外","304","德国","10","一般贸易","11","北京市","1","千克","8","只","165",
"201901","01061990","未列名哺乳动物,改良种用除外","304","德国","10","一般贸易","31","上海市","0","千克","6","只","207",
"201901","01061990","未列名哺乳动物,改良种用除外","304","德国","39","其他","11","北京市","0","千克","24","只","1,819",
"201901","01061990","未列名哺乳动物,改良种用除外","315","奥地利","39","其他","32","江苏省","0","千克","7","只","11,255",
