"数据年月","商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","贸易方式编码","贸易方式名称","注册地编码","注册地名称","第一数量","第一计量单位","第二数量","第二计量单位","人民币",
"201801","01012900","其他马，改良种用除外","124","蒙古","10","一般贸易","15","内蒙古自治区","6650","千克","19","头","163,183",
"201801","01012900","其他马，改良种用除外","145","哈萨克斯坦","10","一般贸易","65","新疆维吾尔自治区","13100","千克","49","头","239,555",
"201801","01012900","其他马，改良种用除外","306","爱尔兰","10","一般贸易","11","北京市","17200","千克","43","头","4,792,731",
"201801","01012900","其他马，改良种用除外","309","荷兰","10","一般贸易","11","北京市","13200","千克","33","头","3,209,237",
"201801","01012900","其他马，改良种用除外","321","匈牙利","10","一般贸易","11","北京市","4000","千克","7","头","1,061,964",
"201801","01012900","其他马，改良种用除外","601","澳大利亚","10","一般贸易","11","北京市","15200","千克","38","头","7,914,955",
"201801","01012900","其他马，改良种用除外","609","新西兰","10","一般贸易","11","北京市","3200","千克","8","头","1,168,854",
"201801","01012900","其他马，改良种用除外","609","新西兰","10","一般贸易","15","内蒙古自治区","33163","千克","122","头","9,212,937",
"201801","01013090","其他驴，改良种用除外","133","韩国","10","一般贸易","41","河南省","8670","千克","51","头","475,675",
"201801","01013090","其他驴，改良种用除外","146","吉尔吉斯斯坦","19","边境小额贸易","65","新疆维吾尔自治区","456960","千克","4000","头","2,378,373",
"201801","01022100","改良种用家牛","601","澳大利亚","10","一般贸易","11","北京市","386260","千克","1022","头","16,653,632",
"201801","01022100","改良种用家牛","601","澳大利亚","10","一般贸易","23","黑龙江省","609440","千克","1993","头","24,209,688",
"201801","01022900","其他家牛，改良种用除外","601","澳大利亚","10","一般贸易","11","北京市","466044","千克","1522","头","17,849,149",
"201801","01022900","其他家牛，改良种用除外","601","澳大利亚","10","一般贸易","13","河北省","3362850","千克","10258","头","133,354,000",
"201801","01022900","其他家牛，改良种用除外","601","澳大利亚","10","一般贸易","33","浙江省","915938","千克","1604","头","19,363,945",
"201801","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","11","北京市","158805","千克","245","头","4,554,550",
"201801","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","13","河北省","28320","千克","45","头","874,575",
"201801","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","15","内蒙古自治区","85640","千克","137","头","2,662,595",
"201801","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","32","江苏省","158320","千克","287","头","6,792,371",
"201801","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","34","安徽省","108470","千克","173","头","3,362,255",
"201801","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","42","湖北省","48250","千克","80","头","1,588,600",
"201801","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","52","贵州省","26500","千克","44","头","706,420",
"201801","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","61","陕西省","75560","千克","129","头","2,783,987",
"201801","01029090","其他牛，改良种用除外","110","中国香港","10","一般贸易","62","甘肃省","41290","千克","70","头","1,330,878",
"201801","01029090","其他牛，改良种用除外","121","中国澳门","10","一般贸易","13","河北省","27000","千克","36","头","760,500",
"201801","01029090","其他牛，改良种用除外","121","中国澳门","10","一般贸易","44","广东省","51000","千克","68","头","1,528,554",
"201801","01039120","其他猪，10kg≤重量＜50kg，改良种用除外","110","中国香港","10","一般贸易","44","广东省","7200","千克","150","头","257,658",
"201801","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","31","上海市","26000","千克","240","头","477,096",
"201801","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","33","浙江省","434300","千克","3717","头","7,538,864",
"201801","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","36","江西省","33900","千克","319","头","539,110",
"201801","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","42","湖北省","136100","千克","1200","头","2,253,144",
"201801","01039200","其他猪，重量≥50kg，改良种用除外","110","中国香港","10","一般贸易","44","广东省","47798","千克","440","头","873,374",
"201801","01039200","其他猪，重量≥50kg，改良种用除外","121","中国澳门","10","一般贸易","44","广东省","216300","千克","2135","头","4,123,821",
"201801","01041090","其他绵羊，改良种用除外","609","新西兰","10","一般贸易","11","北京市","4100","千克","50","头","902,555",
"201801","01042090","其他山羊，改良种用除外","110","中国香港","10","一般贸易","44","广东省","23960","千克","770","头","1,171,170",
"201801","01051110","改良种用鸡，改良种用除外，重量≤185g","327","波兰","10","一般贸易","11","北京市","2495","千克","49087","只","13,897,396",
"201801","01051110","改良种用鸡，改良种用除外，重量≤185g","501","加拿大","10","一般贸易","11","北京市","830","千克","20733","只","4,360,041",
"201801","01051190","其他鸡，改良种用除外，重量≤185g","110","中国香港","10","一般贸易","44","广东省","752","千克","18800","只","25,984",
"201801","01061110","改良种用灵长目动物","112","印度尼西亚","39","其他","44","广东省","115","千克","2","只","48,228",
"201801","01061110","改良种用灵长目动物","116","日本","39","其他","31","上海市","190","千克","3","只","347,887",
"201801","01061190","其他灵长目动物，改良种用除外","116","日本","10","一般贸易","45","广西壮族自治区","103","千克","31","只","317,447",
"201801","01061190","其他灵长目动物，改良种用除外","244","南非","10","一般贸易","12","天津市","30","千克","30","只","119,276",
"201801","01061190","其他灵长目动物，改良种用除外","502","美国","10","一般贸易","11","北京市","1200","千克","360","只","3,627,023",
"201801","01061190","其他灵长目动物，改良种用除外","502","美国","10","一般贸易","44","广东省","2200","千克","600","只","7,904,136",
"201801","01061190","其他灵长目动物，改良种用除外","502","美国","10","一般贸易","45","广西壮族自治区","900","千克","360","只","4,287,551",
"201801","01061211","改良种用鲸、海豚及鼠海豚；改良种用海牛及儒艮","116","日本","10","一般贸易","21","辽宁省","1142","千克","6","只","3,172,730",
"201801","01061211","改良种用鲸、海豚及鼠海豚；改良种用海牛及儒艮","116","日本","10","一般贸易","46","海南省","2300","千克","10","只","4,754,546",
"201801","01061490","其他家兔及野兔,改良种用除外","116","日本","10","一般贸易","32","江苏省","2700","千克","900","只","126,900",
"201801","01061490","其他家兔及野兔,改良种用除外","132","新加坡","10","一般贸易","32","江苏省","111","千克","35","只","61,530",
"201801","01061490","其他家兔及野兔,改良种用除外","133","韩国","10","一般贸易","32","江苏省","331","千克","96","只","63,166",
"201801","01061490","其他家兔及野兔,改良种用除外","133","韩国","10","一般贸易","37","山东省","286","千克","118","只","76,240",
"201801","01061910","其他改良种用哺乳动物","133","韩国","10","一般贸易","31","上海市","600","千克","6","只","227,373",
"201801","01061910","其他改良种用哺乳动物","244","南非","10","一般贸易","33","浙江省","3600","千克","2","只","675,895",
"201801","01061910","其他改良种用哺乳动物","302","丹麦","10","一般贸易","23","黑龙江省","76960","千克","15000","只","16,461,566",
"201801","01061910","其他改良种用哺乳动物","318","芬兰","39","其他","51","四川省","215","千克","2","只","1,321,320",
"201801","01061910","其他改良种用哺乳动物","434","秘鲁","10","一般贸易","12","天津市","50","千克","10","只","40,300",
"201801","01061990","未列名哺乳动物,改良种用除外","107","柬埔寨","10","一般贸易","44","广东省","12","千克","1","只","1,321",
"201801","01061990","未列名哺乳动物,改良种用除外","110","中国香港","10","一般贸易","11","北京市","2","千克","25","只","496",
"201801","01061990","未列名哺乳动物,改良种用除外","110","中国香港","10","一般贸易","32","江苏省","23","千克","10","只","26,360",
"201801","01061990","未列名哺乳动物,改良种用除外","110","中国香港","10","一般贸易","44","广东省","0","千克","9","只","1,784",
"201801","01061990","未列名哺乳动物,改良种用除外","115","以色列","10","一般贸易","32","江苏省","15","千克","72","只","14,270",
"201801","01061990","未列名哺乳动物,改良种用除外","115","以色列","39","其他","31","上海市","0","千克","4","只","3,704",
"201801","01061990","未列名哺乳动物,改良种用除外","116","日本","10","一般贸易","11","北京市","598","千克","90","只","567,385",
"201801","01061990","未列名哺乳动物,改良种用除外","116","日本","10","一般贸易","32","江苏省","0","千克","3","只","595",
"201801","01061990","未列名哺乳动物,改良种用除外","122","马来西亚","10","一般贸易","11","北京市","7","千克","42","只","21,690",
"201801","01061990","未列名哺乳动物,改良种用除外","122","马来西亚","10","一般贸易","44","广东省","79","千克","15","只","10,572",
"201801","01061990","未列名哺乳动物,改良种用除外","125","尼泊尔","10","一般贸易","44","广东省","3","千克","1","只","661",
"201801","01061990","未列名哺乳动物,改良种用除外","129","菲律宾","10","一般贸易","44","广东省","33","千克","3","只","1,982",
"201801","01061990","未列名哺乳动物,改良种用除外","132","新加坡","10","一般贸易","31","上海市","0","千克","5","只","165",
"201801","01061990","未列名哺乳动物,改良种用除外","132","新加坡","10","一般贸易","44","广东省","50","千克","9","只","11,561",
"201801","01061990","未列名哺乳动物,改良种用除外","133","韩国","10","一般贸易","11","北京市","758","千克","453","只","635,006",
"201801","01061990","未列名哺乳动物,改良种用除外","133","韩国","10","一般贸易","21","辽宁省","70","千克","70","只","6,937",
"201801","01061990","未列名哺乳动物,改良种用除外","133","韩国","10","一般贸易","23","黑龙江省","20","千克","36","只","3,571",
"201801","01061990","未列名哺乳动物,改良种用除外","133","韩国","10","一般贸易","32","江苏省","47","千克","74","只","85,172",
"201801","01061990","未列名哺乳动物,改良种用除外","133","韩国","10","一般贸易","37","山东省","14","千克","45","只","9,180",
"201801","01061990","未列名哺乳动物,改良种用除外","133","韩国","10","一般贸易","44","广东省","135","千克","135","只","17,841",
"201801","01061990","未列名哺乳动物,改良种用除外","136","泰国","10","一般贸易","11","北京市","79","千克","316","只","132,872",
"201801","01061990","未列名哺乳动物,改良种用除外","136","泰国","10","一般贸易","21","辽宁省","30","千克","11","只","1,090",
"201801","01061990","未列名哺乳动物,改良种用除外","136","泰国","10","一般贸易","44","广东省","565","千克","67","只","47,174",
"201801","01061990","未列名哺乳动物,改良种用除外","136","泰国","10","一般贸易","51","四川省","10","千克","4","只","925",
"201801","01061990","未列名哺乳动物,改良种用除外","141","越南","10","一般贸易","44","广东省","10","千克","1","只","661",
"201801","01061990","未列名哺乳动物,改良种用除外","143","中国台湾","10","一般贸易","32","江苏省","53","千克","317","只","61,139",
"201801","01061990","未列名哺乳动物,改良种用除外","143","中国台湾","39","其他","31","上海市","0","千克","4","只","1,844",
"201801","01061990","未列名哺乳动物,改良种用除外","244","南非","10","一般贸易","33","浙江省","2925","千克","65","只","1,965,101",
"201801","01061990","未列名哺乳动物,改良种用除外","301","比利时","10","一般贸易","11","北京市","0","千克","4","只","79",
"201801","01061990","未列名哺乳动物,改良种用除外","303","英国","10","一般贸易","31","上海市","0","千克","10","只","330",
"201801","01061990","未列名哺乳动物,改良种用除外","304","德国","10","一般贸易","11","北京市","2","千克","6","只","2,455",
"201801","01061990","未列名哺乳动物,改良种用除外","304","德国","39","其他","31","上海市","0","千克","14","只","9,609",
"201801","01061990","未列名哺乳动物,改良种用除外","305","法国","10","一般贸易","11","北京市","0","千克","4","只","79",
"201801","01061990","未列名哺乳动物,改良种用除外","353","斯洛伐克","10","一般贸易","33","浙江省","368","千克","48","只","1,389,552",
"201801","01061990","未列名哺乳动物,改良种用除外","501","加拿大","10","一般贸易","11","北京市","2","千克","39","只","773",
"201801","01061990","未列名哺乳动物,改良种用除外","502","美国","10","一般贸易","11","北京市","6","千克","179","只","263,062",
"201801","01061990","未列名哺乳动物,改良种用除外","502","美国","10","一般贸易","31","上海市","10","千克","146","只","243,616",
"201801","01061990","未列名哺乳动物,改良种用除外","502","美国","10","一般贸易","32","江苏省","9","千克","288","只","55,645",
"201801","01061990","未列名哺乳动物,改良种用除外","502","美国","10","一般贸易","33","浙江省","1","千克","28","只","94,099",
"201801","01061990","未列名哺乳动物,改良种用除外","502","美国","10","一般贸易","44","广东省","6","千克","37","只","22,339",
"201801","01061990","未列名哺乳动物,改良种用除外","502","美国","34","海关特殊监管区域物流货物","31","上海市","2","千克","81","只","319,557",
"201801","01061990","未列名哺乳动物,改良种用除外","502","美国","39","其他","11","北京市","6","千克","105","只","11,293",
"201801","01061990","未列名哺乳动物,改良种用除外","502","美国","39","其他","31","上海市","3","千克","120","只","49,367",
"201801","01062019","其他改良种用爬行动物","143","中国台湾","10","一般贸易","35","福建省","1200","千克","1","只","331,321",
"201801","01062020","食用爬行动物","112","印度尼西亚","10","一般贸易","44","广东省","16282","千克","6817","只","645,640",
"201801","01062020","食用爬行动物","116","日本","10","一般贸易","31","上海市","200","千克","2000","只","75,315",
"201801","01062020","食用爬行动物","116","日本","10","一般贸易","32","江苏省","3500","千克","3520","只","278,305",
"201801","01062020","食用爬行动物","116","日本","10","一般贸易","33","浙江省","1000","千克","1140","只","89,153",
"201801","01062020","食用爬行动物","129","菲律宾","10","一般贸易","35","福建省","7561","千克","8130","只","200,364",
"201801","01062020","食用爬行动物","132","新加坡","10","一般贸易","33","浙江省","500","千克","750","只","42,233",
"201801","01062020","食用爬行动物","133","韩国","10","一般贸易","33","浙江省","1000","千克","800","只","89,189",
"201801","01062020","食用爬行动物","136","泰国","10","一般贸易","44","广东省","3432","千克","1976","只","90,697",
"201801","01062020","食用爬行动物","141","越南","10","一般贸易","44","广东省","115100","千克","4300","只","1,562,461",
