NomenCode,Reporter_ISO_N,Year,ProductCode,Sum_Of_Rates,Min_Rate,Max_Rate,SimpleAverage,Nbr_NA_Lines,Nbr_Free_Lines,Nbr_AVE_Lines,Nbr_Dutiable_Lines,TotalNoOfValidLines,TotalNoOfLines,EstCode
H5,840,2019,020629,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,020630,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,020641,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,020649,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,020680,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,020690,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,020711,      3.58,      3.58,      3.58,      3.58,0,0,1,0,1,1,U2 
H5,840,2019,020712,      4.21,      4.21,      4.21,      4.21,0,0,1,0,1,1,U2 
H5,840,2019,020713,      7.30,      7.30,      7.30,      7.30,0,0,1,0,1,1,U2 
H5,840,2019,020714,      7.57,      7.57,      7.57,      7.57,0,0,1,0,1,1,U2 
H5,840,2019,020724,      5.43,      5.43,      5.43,      5.43,0,0,1,0,1,1,U2 
H5,840,2019,020725,     12.48,      2.48,     10.00,      6.24,0,0,1,1,2,2,U2 
H5,840,2019,020726,      4.80,      4.80,      4.80,      4.80,0,0,1,0,1,1,U2 
H5,840,2019,020727,      5.83,      5.83,      5.83,      5.83,0,0,1,0,1,1,U2 
H5,840,2019,020741,      2.56,      2.56,      2.56,      2.56,0,0,1,0,1,1,U2 
H5,840,2019,020742,      3.25,      3.25,      3.25,      3.25,0,0,1,0,1,1,U2 
H5,840,2019,020743,      0.78,      0.78,      0.78,      0.78,0,0,1,0,1,1,U2 
H5,840,2019,020744,      2.48,      2.48,      2.48,      2.48,0,0,1,0,1,1,U2 
H5,840,2019,020745,      2.64,      2.64,      2.64,      2.64,0,0,1,0,1,1,U2 
H5,840,2019,020751,      1.75,      1.75,      1.75,      1.75,0,0,1,0,1,1,U2 
H5,840,2019,020752,      2.32,      2.32,      2.32,      2.32,0,0,1,0,1,1,U2 
H5,840,2019,020753,      0.52,      0.52,      0.52,      0.52,0,0,1,0,1,1,U2 
H5,840,2019,020754,      2.49,      2.49,      2.49,      2.49,0,0,1,0,1,1,U2 
H5,840,2019,020755,      2.52,      2.52,      2.52,      2.52,0,0,1,0,1,1,U2 
H5,840,2019,020760,     11.23,      1.40,      2.81,      2.25,0,0,5,0,5,5,U2 
H5,840,2019,020810,      6.40,      6.40,      6.40,      6.40,0,0,0,1,1,1,U2 
H5,840,2019,020830,      6.40,      6.40,      6.40,      6.40,0,0,0,1,1,1,U2 
H5,840,2019,020840,      6.40,      6.40,      6.40,      6.40,0,0,0,1,1,1,U2 
H5,840,2019,020850,      6.40,      6.40,      6.40,      6.40,0,0,0,1,1,1,U2 
H5,840,2019,020860,      6.40,      6.40,      6.40,      6.40,0,0,0,1,1,1,U2 
H5,840,2019,020890,      7.50,      0.00,      6.40,      1.88,0,2,1,1,4,4,U2 
H5,840,2019,020910,      3.20,      3.20,      3.20,      3.20,0,0,0,1,1,1,U2 
H5,840,2019,020990,      3.20,      3.20,      3.20,      3.20,0,0,0,1,1,1,U2 
H5,840,2019,021011,      0.25,      0.25,      0.25,      0.25,0,0,1,0,1,1,U2 
H5,840,2019,021012,      0.26,      0.26,      0.26,      0.26,0,0,1,0,1,1,U2 
H5,840,2019,021019,      0.25,      0.25,      0.25,      0.25,0,0,1,0,1,1,U2 
H5,840,2019,021020,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,021091,      2.30,      2.30,      2.30,      2.30,0,0,0,1,1,1,U2 
H5,840,2019,021092,      2.30,      2.30,      2.30,      2.30,0,0,0,1,1,1,U2 
H5,840,2019,021093,      2.30,      2.30,      2.30,      2.30,0,0,0,1,1,1,U2 
H5,840,2019,021099,      4.60,      2.30,      2.30,      2.30,0,0,0,2,2,2,U2 
H5,840,2019,030111,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030119,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030191,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030192,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030193,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030194,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030195,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030199,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030211,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030213,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030214,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030219,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030221,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030222,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030223,      0.08,      0.08,      0.08,      0.08,0,0,1,0,1,1,U2 
H5,840,2019,030224,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030229,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030231,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030232,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030233,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030234,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030235,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030236,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030239,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030241,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030242,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030243,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030244,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030245,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H5,840,2019,030246,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H5,840,2019,030247,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030249,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030251,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030252,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030253,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030254,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H5,840,2019,030255,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H5,840,2019,030256,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H5,840,2019,030259,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H5,840,2019,030271,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H5,840,2019,030272,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H5,840,2019,030273,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H5,840,2019,030274,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030279,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H5,840,2019,030281,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030282,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030283,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030284,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H5,840,2019,030285,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H5,840,2019,030289,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H5,840,2019,030291,     15.00,      0.00,     15.00,      7.50,0,1,0,1,2,2,U2 
H5,840,2019,030292,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030299,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030311,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030312,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030313,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030314,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030319,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030323,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030324,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030325,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030326,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030329,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030331,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030332,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030333,      0.19,      0.19,      0.19,      0.19,0,0,1,0,1,1,U2 
H5,840,2019,030334,      0.14,      0.14,      0.14,      0.14,0,0,1,0,1,1,U2 
H5,840,2019,030339,      0.52,      0.52,      0.52,      0.52,0,0,1,0,1,1,U2 
H5,840,2019,030341,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030342,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030343,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030344,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030345,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030346,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030349,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030351,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030353,      1.29,      1.29,      1.29,      1.29,0,0,1,0,1,1,U2 
H5,840,2019,030354,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030355,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030356,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030357,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030359,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030363,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030364,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030365,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030366,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030367,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030368,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030369,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030381,      0.55,      0.55,      0.55,      0.55,0,0,1,0,1,1,U2 
H5,840,2019,030382,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030383,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030384,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030389,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030391,     15.00,      0.00,     15.00,      7.50,0,1,0,1,2,2,U2 
H5,840,2019,030392,      0.10,      0.10,      0.10,      0.10,0,0,1,0,1,1,U2 
H5,840,2019,030399,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030431,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030432,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030433,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030439,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030441,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030442,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030443,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030444,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030445,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030446,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030447,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030448,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030449,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030451,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030452,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030453,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030454,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030455,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030456,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030457,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030459,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030461,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030462,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030463,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030469,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030471,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H5,840,2019,030472,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H5,840,2019,030473,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H5,840,2019,030474,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H5,840,2019,030475,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H5,840,2019,030479,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H5,840,2019,030481,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H5,840,2019,030482,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H5,840,2019,030483,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H5,840,2019,030484,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030485,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030486,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030487,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030488,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030489,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H5,840,2019,030491,      6.00,      0.00,      6.00,      3.00,0,1,0,1,2,2,U2 
H5,840,2019,030492,      6.00,      0.00,      6.00,      3.00,0,1,0,1,2,2,U2 
H5,840,2019,030493,      6.00,      0.00,      6.00,      3.00,0,1,0,1,2,2,U2 
H5,840,2019,030494,      6.00,      0.00,      6.00,      3.00,0,1,0,1,2,2,U2 
H5,840,2019,030495,      6.00,      0.00,      6.00,      3.00,0,1,0,1,2,2,U2 
H5,840,2019,030496,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1,U2 
H5,840,2019,030497,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1,U2 
H5,840,2019,030499,      6.00,      0.00,      6.00,      3.00,0,1,0,1,2,2,U2 
H5,840,2019,030510,      6.00,      0.00,      6.00,      3.00,0,1,0,1,2,2,U2 
H5,840,2019,030520,      7.50,      0.00,      7.50,      3.75,0,1,0,1,2,2,U2 
H5,840,2019,030531,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030532,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030539,      9.00,      0.00,      5.00,      3.00,0,1,0,2,3,3,U2 
H5,840,2019,030541,      5.00,      5.00,      5.00,      5.00,0,0,0,1,1,1,U2 
H5,840,2019,030542,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030543,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030544,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030549,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H5,840,2019,030551,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030552,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030553,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030554,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030559,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030561,      4.00,      0.00,      4.00,      2.00,0,1,0,1,2,2,U2 
H5,840,2019,030562,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030563,      5.00,      0.00,      5.00,      1.67,0,2,0,1,3,3,U2 
H5,840,2019,030564,      0.50,      0.00,      0.50,      0.25,0,1,0,1,2,2,U2 
H5,840,2019,030569,      8.50,      0.00,      5.00,      1.42,0,3,0,3,6,6,U2 
H5,840,2019,030571,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030572,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030579,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030611,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030612,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030614,      7.50,      0.00,      7.50,      3.75,0,1,0,1,2,2,U2 
H5,840,2019,030615,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030616,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030617,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030619,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030631,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030632,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030633,      7.50,      0.00,      7.50,      3.75,0,1,0,1,2,2,U2 
H5,840,2019,030634,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030635,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030636,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030639,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030691,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030692,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030693,      7.50,      0.00,      7.50,      3.75,0,1,0,1,2,2,U2 
H5,840,2019,030694,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030695,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030699,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030711,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030712,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030719,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2019,030721,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
