draw,trend_estimate,post_break_estimate
272,0.013175783806450207,-0.024493995836630575
273,0.008008688607245141,-0.016519340187130666
274,0.004021370789773637,-0.015873515798282306
275,-0.010892288777342135,0.0025764848902621734
276,0.002128842794432897,-0.006462085159655461
277,-0.007889908860059573,-0.0017807257634648022
278,0.008701320618345783,0.0034738805102167702
279,0.005961549896075247,-0.01607222041711523
280,-0.00046641332932260277,0.0101661398540543
281,0.0014290428363922334,-0.013846963043024817
282,-0.0021280698357058845,-0.003131213627236038
283,0.019229714922740664,-0.022430550652363254
284,-0.0021360339273707504,0.007327397131020687
285,0.0031335035089750073,0.008085987644669737
286,0.011570740873253604,-0.0071632777946576826
287,0.004147592683286422,-0.01927432752805251
288,0.0018064599755122875,-0.004009651688826466
289,0.004919022204515726,-0.039217642571196976
290,0.00537795992983365,-0.021312971720137245
291,0.011286250592310363,-0.03386068174381362
292,0.003678845964616786,0.010567137211456482
293,-0.008852319779015856,0.012158814323215313
294,0.0043044136494165,0.005196211604985415
295,0.0013525927544254038,-0.0160582097372253
296,0.005956429784557165,-0.018497599342932176
297,0.00539526179622048,-0.0405513090798366
298,0.004930681449960436,0.010135350723848746
299,0.021145361472759305,-0.019162407962818345
300,0.007007662074878487,-0.0059346538980055985
301,-0.010348370971122659,0.01675282840394445
302,0.0099049998127261,-0.0026372305290782994
303,-0.0026291473115047296,0.011760187174166546
304,-0.008013963499357717,0.014053296249519114
305,0.023843260442653613,-0.057238523224039356
306,0.001796783488133162,-0.026732971929168126
307,0.006564380142467085,-0.02445464470655412
308,0.003944592514952296,0.00442613246797844
309,0.006165604452768837,-0.009123411334525326
310,0.009801542760653908,-0.012892571117182415
311,0.004559134618363325,0.0019453646363096766
312,0.005210169395063132,-0.03185240211333266
313,0.010238272673466792,-0.019564073697080783
314,-0.0027918831926284846,-0.0057574622104467
315,0.003246984317698459,0.026159151291039184
316,0.007798035044619588,0.012213499808081674
317,0.005639858166861134,0.014657234537141461
318,-0.001999778564443132,-0.012178833053531603
319,0.013404304066607206,-0.029429982462255984
320,0.0023058328825148536,-0.005499937479788131
321,0.01021972999183085,-0.00578707889548255
322,0.001989691341563491,0.017152501086181063
323,0.0019486667403551445,-0.0037861675120490403
324,-0.018217997309268513,0.034251591497011125
325,0.015912392422403533,-0.0269012559602175
326,0.0056724454249074685,-0.030175345961521445
327,0.0053521661962573795,-0.016388059555806325
328,0.0032795884036162775,-0.00455848577206203
329,0.009466632135360541,-0.022557898228585054
330,-0.014960722079735388,0.013293735979269083
331,-0.0066031835387348,0.021618949506648822
332,0.011773739719172229,-0.03795572826532828
333,0.004950828396420226,-0.005004500244177864
334,-0.000377552164646845,0.0013247723719496444
335,-0.018780604020273844,0.014047071410722034
336,0.006432587158545697,-0.018492540462234336
337,0.004413209678747368,-0.01978920461487662
338,-0.0013399291247692298,0.015036391029545938
339,-0.004107537679646047,0.015455892989166362
340,0.00045101933790495097,-0.02224438554238988
341,0.013766304870544796,-0.01103683242964787
342,0.005440029838705666,-0.00294555190431553
343,0.011391092959674066,-0.027925755695948642
344,0.009196675113677468,-0.04997303445241241
