company_id,country
104400319,US
104400387,US
104400389,CN
104400441,US
104400467,US
10441,US
104416707,CN
104430031,CN
104431841,CN
10444,US
104442717,US
104442931,US
104442991,CN
104443039,CN
104443203,US
104443287,US
104443443,US
104443459,US
104443645,CN
104443935,US
104444057,US
104444366,US
104444446,US
104444454,US
104444594,CN
104444598,US
104444606,CN
104444632,US
104444712,US
104444714,US
104444733,US
104453380,US
104453392,CN
104453453,CN
104453660,US
104454033,US
10446,US
10450,US
104509849,CN
104509903,CN
104511572,CN
104512276,US
104512392,CN
104512457,CN
104512596,CN
104512781,CN
104512839,CN
104513040,CN
104513062,CN
104513291,US
104513568,US
104514289,US
10456,US
104569880,US
104569945,US
104569955,CN
104569975,US
10457,US
104570031,US
104570429,CN
104571296,CN
104571613,US
104571722,US
104571745,US
104572025,US
104572319,US
104572525,US
104594518,CN
104599884,CN
10460,US
104606414,CN
104616072,US
10463,US
104631626,US
104632642,CN
104632953,CN
104632963,CN
104633001,US
104633593,CN
104634321,CN
104634359,US
104634445,US
104634593,US
104634676,CN
104634696,US
104634994,US
104635549,US
10465,US
10466,US
104661704,US
10468,US
10469,US
104692142,CN
104692536,US
104693342,US
104693416,US
104693438,US
104693451,US
104693454,US
104693532,US
104693544,CN
104693722,US
104693844,CN
104693874,US
104693875,US
104694237,US
104694733,CN
1047,US
10471,US
10472,US
104721360,CN
104733874,CN
10474,US
104741539,CN
104747306,US
104747722,US
104747886,US
104748008,US
104748886,US
104750136,US
104758339,US
10477,US
10478,US
104788190,CN
104788545,US
104788682,CN
104790374,CN
104790434,US
104790563,US
104790604,US
104791042,CN
104791275,US
104791626,US
104791670,US
104791772,US
104792404,US
1048,US
104818505,CN
104825089,US
10483,US
104830663,US
10484,US
104850775,US
104851161,US
104851268,US
104852302,US
104852515,US
104852615,CN
104852693,CN
104852898,CN
104853085,US
104853443,US
104853455,US
104853488,CN
104854261,US
104854267,US
10486,US
10487,US
104878672,CN
10488,US
104889333,CN
10489,US
104890731,CN
10491,US
104914900,US
104915487,US
104915931,US
104915980,CN
104916065,US
104916397,CN
104916639,US
104916723,US
104916773,US
104917056,US
104917249,CN
104917819,CN
104917939,CN
104918233,US
104918486,US
104918553,US
104918606,US
10492,US
104931652,US
10494,US
104945972,US
104965027,US
10497,US
10498,US
104982629,US
104983052,CN
104984341,US
104984767,US
104984906,US
104984970,US
104985127,US
104985652,US
104985759,CN
104985799,US
104985890,US
104985964,US
104985977,US
104985978,US
104986259,US
104986320,US
104995202,US
105,US
10501,US
105010747,US
105024640,US
105024744,CN
105025206,US
105026038,US
105026789,US
105026877,CN
105026931,US
105027037,US
105027045,CN
105027107,US
10503,US
105038280,CN
105038493,CN
105038633,US
105038692,US
105038792,US
10504,US
10507,US
10508,US
10509,US
10511,US
105117960,US
105118577,US
105118745,US
105118923,CN
105118947,CN
105118993,US
105119033,US
105119176,US
105119282,US
105119544,US
105119681,US
105119765,US
105119809,US
105119819,US
105119835,US
105120242,US
105120313,CN
105120479,CN
105120621,US
105120874,US
10513,US
105145573,US
105146207,US
105148490,US
105148916,US
105149367,US
105149803,US
10516,US
105165222,CN
105165238,CN
10517,US
105194388,US
105194421,US
105194489,US
105194671,US
105194705,US
105194806,US
105194921,US
105195202,US
105195249,US
105195297,US
105195381,US
105195383,US
105195627,CN
105195932,US
105196213,CN
105196301,US
105196375,US
105196481,US
105196533,CN
105196657,US
105196663,US
105196957,US
105197094,US
105197102,US
105197221,US
105197304,US
10520,US
10522,US
105223818,US
10523,US
105231309,US
10524,US
10525,US
105263709,US
105263731,US
105264046,US
105264105,US
105264530,US
105264634,US
105265910,US
105265978,US
105266102,CN
105266246,US
105266365,US
105266372,US
105266472,US
105266534,US
105266562,US
105266628,US
105266810,US
105266834,US
105266941,US
10528,US
10529,US
1053,US
105311437,US
105311557,US
105319400,US
105334253,US
105334262,US
105334339,US
105334348,CN
105334515,US
105334626,CN
105334642,US
105334970,US
105335582,US
105335679,CN
105335723,US
105335750,US
105335764,US
105351454,US
105356133,US
10536,US
105379665,US
10538,US
105383,CN
105387823,US
105387879,CN
105387921,US
105388211,US
105388357,US
105388451,US
105388617,US
10539,US
