NomenCode,Reporter_ISO_N,Year,ProductCode,Sum_Of_Rates,Min_Rate,Max_Rate,SimpleAverage,Nbr_NA_Lines,Nbr_Free_Lines,Nbr_AVE_Lines,Nbr_Dutiable_Lines,TotalNoOfValidLines,TotalNoOfLines,EstCode
H5,840,2020,200850,     39.80,     10.00,     29.80,     19.90,0,0,0,2,2,2,U2 
H5,840,2020,200860,      7.24,      7.24,      7.24,      7.24,0,0,1,0,1,1,U2 
H5,840,2020,200870,     33.00,     16.00,     17.00,     16.50,0,0,0,2,2,2,U2 
H5,840,2020,200880,     11.90,     11.90,     11.90,     11.90,0,0,0,1,1,1,U2 
H5,840,2020,200891,      0.90,      0.90,      0.90,      0.90,0,0,0,1,1,1,U2 
H5,840,2020,200893,      4.50,      4.50,      4.50,      4.50,0,0,0,1,1,1,U2 
H5,840,2020,200897,     20.50,      5.60,     14.90,     10.25,0,0,0,2,2,2,U2 
H5,840,2020,200899,    133.61,      0.00,     22.40,      5.81,0,2,3,18,23,23,U2 
H5,840,2020,200911,      9.30,      9.30,      9.30,      9.30,0,0,1,0,1,1,U2 
H5,840,2020,200912,     17.43,      6.35,     11.08,      8.72,0,0,2,0,2,2,U2 
H5,840,2020,200919,      5.75,      5.75,      5.75,      5.75,0,0,1,0,1,1,U2 
H5,840,2020,200921,     11.36,      4.12,      7.24,      5.68,0,0,2,0,2,2,U2 
H5,840,2020,200929,      3.56,      3.56,      3.56,      3.56,0,0,1,0,1,1,U2 
H5,840,2020,200931,     13.63,      1.57,      7.28,      3.41,0,0,4,0,4,4,U2 
H5,840,2020,200939,      9.57,      1.43,      6.63,      3.19,0,0,3,0,3,3,U2 
H5,840,2020,200941,      7.54,      1.45,      6.09,      3.77,0,0,2,0,2,2,U2 
H5,840,2020,200949,      6.89,      1.33,      5.57,      3.45,0,0,2,0,2,2,U2 
H5,840,2020,200950,      0.17,      0.17,      0.17,      0.17,0,0,1,0,1,1,U2 
H5,840,2020,200961,      7.51,      7.51,      7.51,      7.51,0,0,1,0,1,1,U2 
H5,840,2020,200969,      4.04,      4.04,      4.04,      4.04,0,0,1,0,1,1,U2 
H5,840,2020,200971,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,200979,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,200981,      0.25,      0.25,      0.25,      0.25,0,0,1,0,1,1,U2 
H5,840,2020,200989,      1.17,      0.00,      0.41,      0.23,0,1,4,0,5,5,U2 
H5,840,2020,200990,      6.12,      0.16,      5.95,      3.06,0,0,2,0,2,2,U2 
H5,840,2020,210111,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H5,840,2020,210112,     90.99,      8.50,     14.16,     11.37,0,0,3,5,8,8,U2 
H5,840,2020,210120,     98.90,      0.00,     16.80,     10.99,0,1,3,5,9,9,U2 
H5,840,2020,210130,      0.63,      0.63,      0.63,      0.63,0,0,1,0,1,1,U2 
H5,840,2020,210210,      6.40,      6.40,      6.40,      6.40,0,0,0,1,1,1,U2 
H5,840,2020,210220,      9.60,      0.00,      6.40,      3.20,0,1,0,2,3,3,U2 
H5,840,2020,210230,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,210310,      3.00,      3.00,      3.00,      3.00,0,0,0,1,1,1,U2 
H5,840,2020,210320,     17.60,      6.00,     11.60,      8.80,0,0,0,2,2,2,U2 
H5,840,2020,210330,      1.58,      0.00,      1.58,      0.79,0,1,1,0,2,2,U2 
H5,840,2020,210390,     50.09,      0.00,     19.09,      7.16,0,1,1,5,7,7,U2 
H5,840,2020,210410,      3.20,      3.20,      3.20,      3.20,0,0,0,1,1,1,U2 
H5,840,2020,210420,      8.90,      2.50,      6.40,      4.45,0,0,0,2,2,2,U2 
H5,840,2020,210500,    163.85,     17.00,     33.43,     23.41,0,0,2,5,7,7,U2 
H5,840,2020,210610,      6.40,      6.40,      6.40,      6.40,0,0,0,1,1,1,U2 
H5,840,2020,210690,    425.41,      0.00,     44.55,     11.19,4,1,24,13,38,42,U2 
H5,840,2020,220110,      0.97,      0.97,      0.97,      0.97,0,0,1,0,1,1,U2 
H5,840,2020,220190,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,220210,      0.21,      0.21,      0.21,      0.21,0,0,1,0,1,1,U2 
H5,840,2020,220291,      0.19,      0.19,      0.19,      0.19,0,0,1,0,1,1,U2 
H5,840,2020,220299,     95.49,      0.16,     33.54,     13.64,2,0,4,3,7,9,U2 
H5,840,2020,220300,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,220410,      2.19,      2.19,      2.19,      2.19,0,0,1,0,1,1,U2 
H5,840,2020,220421,     11.48,      1.11,      4.16,      2.30,0,0,5,0,5,5,U2 
H5,840,2020,220422,     32.32,      4.04,     10.77,      8.08,0,0,4,0,4,4,U2 
H5,840,2020,220429,     44.16,     16.98,     27.17,     22.08,0,0,2,0,2,2,U2 
H5,840,2020,220430,,,,,1,0,0,0,0,1,U2 
H5,840,2020,220510,      2.58,      1.17,      1.41,      1.29,0,0,2,0,2,2,U2 
H5,840,2020,220590,      9.23,      2.81,      3.37,      3.08,0,0,3,0,3,3,U2 
H5,840,2020,220600,     14.17,      0.26,      9.16,      3.54,1,0,4,0,4,5,U2 
H5,840,2020,220710,     13.86,      2.50,     11.36,      6.93,0,0,1,1,2,2,U2 
H5,840,2020,220720,      1.90,      1.90,      1.90,      1.90,0,0,0,1,1,1,U2 
H5,840,2020,220820,      0.00,      0.00,      0.00,      0.00,0,6,0,0,6,6,U2 
H5,840,2020,220830,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H5,840,2020,220840,      3.44,      0.00,      1.72,      0.86,0,2,2,0,4,4,U2 
H5,840,2020,220850,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,220860,      0.00,      0.00,      0.00,      0.00,0,3,0,0,3,3,U2 
H5,840,2020,220870,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,220890,      1.02,      0.00,      1.02,      0.06,0,17,1,0,18,18,U2 
H5,840,2020,220900,      0.17,      0.17,      0.17,      0.17,0,0,1,0,1,1,U2 
H5,840,2020,230110,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,230120,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,230210,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,230230,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,230240,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,230250,      1.40,      1.40,      1.40,      1.40,0,0,0,1,1,1,U2 
H5,840,2020,230310,      1.40,      1.40,      1.40,      1.40,0,0,0,1,1,1,U2 
H5,840,2020,230320,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,230330,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,230400,      1.13,      1.13,      1.13,      1.13,0,0,1,0,1,1,U2 
H5,840,2020,230500,      0.80,      0.80,      0.80,      0.80,0,0,1,0,1,1,U2 
H5,840,2020,230610,      2.17,      2.17,      2.17,      2.17,0,0,1,0,1,1,U2 
H5,840,2020,230620,      0.32,      0.32,      0.32,      0.32,0,0,1,0,1,1,U2 
H5,840,2020,230630,      1.90,      1.90,      1.90,      1.90,0,0,1,0,1,1,U2 
H5,840,2020,230641,      0.62,      0.62,      0.62,      0.62,0,0,1,0,1,1,U2 
H5,840,2020,230649,      0.65,      0.65,      0.65,      0.65,0,0,1,0,1,1,U2 
H5,840,2020,230650,      2.00,      2.00,      2.00,      2.00,0,0,1,0,1,1,U2 
H5,840,2020,230660,      2.26,      2.26,      2.26,      2.26,0,0,1,0,1,1,U2 
H5,840,2020,230690,      2.12,      2.12,      2.12,      2.12,0,0,1,0,1,1,U2 
H5,840,2020,230700,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,230800,      4.70,      0.00,      1.90,      1.17,0,1,0,3,4,4,U2 
H5,840,2020,230910,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,230990,    199.66,      0.00,     82.48,     19.97,0,1,2,7,10,10,U2 
H5,840,2020,240110,    364.84,      0.00,    350.00,     40.54,0,5,3,1,9,9,U2 
H5,840,2020,240120,    812.17,      0.00,    350.00,     54.14,0,7,6,2,15,15,U2 
H5,840,2020,240130,    670.61,      0.00,    350.00,     51.59,0,8,4,1,13,13,U2 
H5,840,2020,240210,     15.60,      2.92,      9.75,      5.20,0,0,3,0,3,3,U2 
H5,840,2020,240220,     15.83,      2.23,      7.97,      5.28,0,0,3,0,3,3,U2 
H5,840,2020,240290,      4.63,      4.63,      4.63,      4.63,0,0,1,0,1,1,U2 
H5,840,2020,240311,      3.33,      3.33,      3.33,      3.33,0,0,1,0,1,1,U2 
H5,840,2020,240319,    355.39,      1.80,    350.00,     88.85,0,0,3,1,4,4,U2 
H5,840,2020,240391,    367.96,      3.51,    350.00,     91.99,0,0,3,1,4,4,U2 
H5,840,2020,240399,    351.32,      0.44,    350.00,     87.83,0,0,3,1,4,4,U2 
H5,840,2020,250100,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,250200,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,250300,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,250410,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H5,840,2020,250490,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,250510,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H5,840,2020,250590,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,250610,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,250620,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,250700,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,250810,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,250830,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,250840,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,250850,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,250860,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,250870,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,250900,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H5,840,2020,251010,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,251020,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,251110,      0.90,      0.00,      0.90,      0.45,0,1,1,0,2,2,U2 
H5,840,2020,251120,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,251200,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,251310,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,251320,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H5,840,2020,251400,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,251511,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,251512,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H5,840,2020,251520,      3.00,      3.00,      3.00,      3.00,0,0,0,1,1,1,U2 
H5,840,2020,251611,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,251612,      2.80,      2.80,      2.80,      2.80,0,0,0,1,1,1,U2 
H5,840,2020,251620,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H5,840,2020,251690,      3.00,      3.00,      3.00,      3.00,0,0,0,1,1,1,U2 
H5,840,2020,251710,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,251720,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,251730,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,251741,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,251749,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,251810,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,251820,      3.00,      3.00,      3.00,      3.00,0,0,0,1,1,1,U2 
H5,840,2020,251830,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,251910,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,251990,      0.00,      0.00,      0.00,      0.00,0,3,0,0,3,3,U2 
H5,840,2020,252010,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,252020,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,252100,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,252210,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,252220,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,252230,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,252310,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,252321,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,252329,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,252330,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,252390,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,252410,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,252490,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,252510,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,252520,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,252530,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,252610,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,252620,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,252800,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,252910,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,252921,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,252922,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,252930,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,253010,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,253020,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H5,840,2020,253090,      2.90,      0.00,      2.90,      0.97,0,2,0,1,3,3,U2 
H5,840,2020,260111,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,260112,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,260120,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,260200,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,260300,,,,,1,0,0,0,0,1,U2 
H5,840,2020,260400,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,260500,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,260600,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,260700,,,,,1,0,0,0,0,1,U2 
H5,840,2020,260800,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,260900,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,261000,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,261100,      0.00,      0.00,      0.00,      0.00,1,1,0,0,1,2,U2 
H5,840,2020,261210,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,261220,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,261310,,,,,1,0,0,0,0,1,U2 
H5,840,2020,261390,,,,,1,0,0,0,0,1,U2 
H5,840,2020,261400,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H5,840,2020,261510,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,261590,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H5,840,2020,261610,,,,,1,0,0,0,0,1,U2 
H5,840,2020,261690,,,,,1,0,0,0,0,1,U2 
H5,840,2020,261710,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,261790,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,261800,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,261900,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H5,840,2020,262011,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,262019,      0.00,      0.00,      0.00,      0.00,1,1,0,0,1,2,U2 
H5,840,2020,262021,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,262029,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,262030,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,262040,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,262060,      5.00,      0.00,      5.00,      2.50,0,1,0,1,2,2,U2 
H5,840,2020,262091,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,262099,      0.00,      0.00,      0.00,      0.00,1,5,0,0,5,6,U2 
H5,840,2020,262110,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,262190,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,270111,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,270112,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,270119,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,270120,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,270210,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,270220,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,270300,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,270400,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,270500,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,270600,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,270710,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,270720,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,270730,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,270740,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,270750,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,270791,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,270799,     30.15,      0.00,     19.69,      4.31,0,4,3,0,7,7,U2 
H5,840,2020,270810,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,270820,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,270900,      5.52,      1.84,      3.68,      2.76,0,0,2,0,2,2,U2 
H5,840,2020,271000,,,,,,,,,,,U2 
H5,840,2020,271012,     45.09,      3.17,     15.87,      9.02,0,0,4,1,5,5,U2 
H5,840,2020,271019,    105.47,      1.59,     25.42,      9.59,0,0,9,2,11,11,U2 
H5,840,2020,271020,     21.54,      1.44,     14.36,      5.38,0,0,4,0,4,4,U2 
H5,840,2020,271091,      2.97,      2.97,      2.97,      2.97,0,0,1,0,1,1,U2 
H5,840,2020,271099,    140.08,      3.50,     56.01,     15.56,0,0,7,2,9,9,U2 
H5,840,2020,271111,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,271112,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,271113,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,271114,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,271119,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,271121,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,271129,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,271210,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,271220,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,271290,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H5,840,2020,271311,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,271312,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,271320,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,271390,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,271410,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,271490,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,271500,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,271600,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,280110,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,280120,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,280130,      9.20,      3.70,      5.50,      4.60,0,0,0,2,2,2,U2 
H5,840,2020,280200,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,280300,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,280410,      3.70,      3.70,      3.70,      3.70,0,0,0,1,1,1,U2 
H5,840,2020,280421,      3.70,      3.70,      3.70,      3.70,0,0,0,1,1,1,U2 
H5,840,2020,280429,      3.70,      3.70,      3.70,      3.70,0,0,0,1,1,1,U2 
H5,840,2020,280430,      3.70,      3.70,      3.70,      3.70,0,0,0,1,1,1,U2 
H5,840,2020,280440,      3.70,      3.70,      3.70,      3.70,0,0,0,1,1,1,U2 
H5,840,2020,280450,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,280461,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,280469,     10.80,      5.30,      5.50,      5.40,0,0,0,2,2,2,U2 
H5,840,2020,280470,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,280480,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,280490,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,280511,      5.30,      5.30,      5.30,      5.30,0,0,0,1,1,1,U2 
H5,840,2020,280512,      3.00,      3.00,      3.00,      3.00,0,0,0,1,1,1,U2 
H5,840,2020,280519,      9.20,      0.00,      5.50,      3.07,0,1,0,2,3,3,U2 
H5,840,2020,280530,      5.00,      5.00,      5.00,      5.00,0,0,0,1,1,1,U2 
H5,840,2020,280540,      1.70,      1.70,      1.70,      1.70,0,0,0,1,1,1,U2 
H5,840,2020,280610,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,280620,      4.20,      4.20,      4.20,      4.20,0,0,0,1,1,1,U2 
H5,840,2020,280700,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,280800,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,280910,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,280920,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,281000,      1.50,      1.50,      1.50,      1.50,0,0,0,1,1,1,U2 
H5,840,2020,281111,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,281112,      4.20,      4.20,      4.20,      4.20,0,0,0,1,1,1,U2 
H5,840,2020,281119,      6.50,      0.00,      4.20,      2.17,0,1,0,2,3,3,U2 
H5,840,2020,281121,      3.70,      3.70,      3.70,      3.70,0,0,0,1,1,1,U2 
H5,840,2020,281122,      3.70,      0.00,      3.70,      1.85,0,1,0,1,2,2,U2 
H5,840,2020,281129,      7.90,      0.00,      4.20,      1.98,0,2,0,2,4,4,U2 
H5,840,2020,281211,      3.70,      3.70,      3.70,      3.70,0,0,0,1,1,1,U2 
H5,840,2020,281212,      3.70,      3.70,      3.70,      3.70,0,0,0,1,1,1,U2 
H5,840,2020,281213,      3.70,      3.70,      3.70,      3.70,0,0,0,1,1,1,U2 
H5,840,2020,281214,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,281215,      3.70,      3.70,      3.70,      3.70,0,0,0,1,1,1,U2 
H5,840,2020,281216,      3.70,      3.70,      3.70,      3.70,0,0,0,1,1,1,U2 
H5,840,2020,281217,      3.70,      3.70,      3.70,      3.70,0,0,0,1,1,1,U2 
H5,840,2020,281219,      3.70,      3.70,      3.70,      3.70,0,0,0,1,1,1,U2 
H5,840,2020,281290,      3.70,      3.70,      3.70,      3.70,0,0,0,1,1,1,U2 
H5,840,2020,281310,      3.70,      3.70,      3.70,      3.70,0,0,0,1,1,1,U2 
H5,840,2020,281390,      3.70,      0.00,      3.70,      1.23,0,2,0,1,3,3,U2 
H5,840,2020,281410,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,281420,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,281511,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,281512,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H5,840,2020,281520,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
