draw,estimate
95,0.011561897789217951
96,0.012954559801236097
97,-0.009527847171724113
98,-0.018661099277638718
99,-0.0064843469850157
100,-0.024801008320397794
101,-0.012488110903171744
102,0.013593986158987386
103,-0.003461238503564085
104,-0.003488188109899872
105,-0.01491659066520655
106,0.006468777446026134
107,-0.01207332650255134
108,0.007719787854080369
109,0.011674146714311487
110,-0.0109736658863975
111,-0.022892181601655303
112,0.006417282933819264
113,0.013484072350207184
114,0.00875947542613615
115,0.0022166591906906813
116,-0.012778027101929244
117,-0.0012373000334309308
118,0.033382868896383325
119,0.015696321812205493
120,0.004025811969279386
121,0.017566398060764883
122,0.004625475614593385
123,-0.009880308889212501
124,0.026175281594488068
125,-0.0022713091676445332
126,-0.018821736389878392
127,-0.0072500696163825045
128,-0.007515106548286059
129,0.004516864065528033
130,0.025670866935972966
131,0.007752459368410675
132,0.02103134343810825
133,0.017563116879325786
134,0.0002024018548169779
135,-0.004294433583253372
136,-0.009116923326412407
137,0.009811689690418247
138,0.00907962563700511
139,-0.0016822643847186063
140,0.01961392834863307
141,0.01723431879794121
142,-0.005739479702319568
143,0.008447791839172575
144,-0.04282935775186141
145,0.0103167994087597
146,-0.0030596206854643245
147,0.017135678755646734
148,-0.021495081035783018
149,0.006834326376478318
150,-0.003052905549720701
151,0.01192414409494566
152,0.020897417639380318
153,-0.01777228694491361
154,0.009568970821374744
155,0.009661542722524629
156,-0.0063264007945679785
157,0.0023798788334329093
158,0.020544948374448944
159,0.000835213351129964
160,-0.01211586197470175
161,0.006578620372993245
162,0.0020472203209822566
163,-0.01485744953041423
164,0.016106720980117062
165,0.0005185268756809775
166,0.022335591455032538
167,0.007734390917938529
168,0.014211478901982547
169,-0.001034024600804903
170,0.015252052286059433
171,-0.005187909500656618
172,-0.0054333193105308595
173,0.0008947857483960499
174,0.005632830380655055
175,-0.007774693889489139
176,-0.002770208603467946
177,-0.009885275840709348
178,0.01710848893175563
179,0.015148740079523847
180,-0.011735122149656002
181,-0.011575677155352824
182,-0.02983630097867532
183,-0.0018683599145318164
184,0.02579812035258964
185,-0.015280093485446166
186,0.005248304018422261
187,0.016911853761691874
188,0.012833264948490568
189,0.011401434355948469
190,0.008626657207034151
191,-0.006539169694536568
192,0.009748510750567154
193,0.0018100137598619874
194,-0.011972270637161504
195,0.012782918550674208
196,0.02221944804135138
197,0.003941526253168347
198,-0.017497746265256027
199,-0.018786410654770744
200,0.006512534015348593
201,-0.001819203973063216
202,0.033701370963686084
203,-0.029924247671716905
204,0.027734902134408043
205,-0.01441412529721887
206,-0.007844446508617781
207,0.006789604166732083
208,-0.016803081566478778
209,-0.02117050028528605
210,0.004255120268010363
211,0.00038612024688985686
212,0.008558750969543838
213,0.003612165394684693
214,0.01901039849827762
215,0.0007597321166610766
216,0.02115280002935297
217,-0.0073647238216324054
218,-0.00706955818320323
219,-0.009592128602440818
220,-0.0006486072779008321
221,0.010967225236151243
222,0.00046534185224615746
223,0.010951202432021521
224,-0.012755602035369367
225,0.021307539077061614
226,-0.006486790183768474
227,0.014213452115412776
228,-0.002818245949280728
229,-0.010706313538767585
230,-0.0014278277473055811
231,0.003745737965769405
232,-0.008180484823903647
233,-0.003332766589920088
234,0.02249991244854391
235,0.0075247460224244275
236,0.0015816695589698894
237,0.0015268090488506339
238,-0.020247741296758014
239,0.00035758540084365335
240,-0.0357068461663929
241,-0.0007350660767138653
242,0.02190474218306499
243,-0.00033026897423145965
244,0.01715938367325902
245,0.02016204981936042
246,0.012248466930802563
247,-0.02416755312835948
248,-0.03190341774302816
249,-0.02823373677923783
250,0.008809320889990572
251,-0.009605097352747208
252,-0.005270102295154782
253,-0.00790250151425976
254,0.022709031492664403
255,0.01648202408748089
256,-0.0008398192136195247
257,0.008052275934244055
258,0.005979527419421828
259,-0.004210582201104544
260,-0.00015303816180706325
261,0.010366439353159472
262,0.008790390665530088
263,0.008449933129405169
264,0.006651266253821087
265,0.015222138202569443
266,0.007730087474638833
267,-0.008116819763037887
268,0.009928576887703097
269,0.0171849362824242
270,-0.0008567958722850448
