NomenCode,Reporter_ISO_N,Year,ProductCode,Sum_Of_Rates,Min_Rate,Max_Rate,SimpleAverage,Nbr_NA_Lines,Nbr_Free_Lines,Nbr_AVE_Lines,Nbr_Dutiable_Lines,TotalNoOfValidLines,TotalNoOfLines,EstCode
H4,840,2016,020712,      4.02,      4.02,      4.02,      4.02,0,0,1,0,1,1,U2 
H4,840,2016,020713,      6.95,      6.95,      6.95,      6.95,0,0,1,0,1,1,U2 
H4,840,2016,020714,      7.54,      7.54,      7.54,      7.54,0,0,1,0,1,1,U2 
H4,840,2016,020724,      5.49,      5.49,      5.49,      5.49,0,0,1,0,1,1,U2 
H4,840,2016,020725,     12.13,      2.13,     10.00,      6.07,0,0,1,1,2,2,U2 
H4,840,2016,020726,      4.46,      4.46,      4.46,      4.46,0,0,1,0,1,1,U2 
H4,840,2016,020727,      5.76,      5.76,      5.76,      5.76,0,0,1,0,1,1,U2 
H4,840,2016,020741,      3.76,      3.76,      3.76,      3.76,0,0,1,0,1,1,U2 
H4,840,2016,020742,      2.93,      2.93,      2.93,      2.93,0,0,1,0,1,1,U2 
H4,840,2016,020743,      2.79,      2.79,      2.79,      2.79,0,0,1,0,1,1,U2 
H4,840,2016,020744,      2.27,      2.27,      2.27,      2.27,0,0,1,0,1,1,U2 
H4,840,2016,020745,      2.80,      2.80,      2.80,      2.80,0,0,1,0,1,1,U2 
H4,840,2016,020751,      2.18,      2.18,      2.18,      2.18,0,0,1,0,1,1,U2 
H4,840,2016,020752,      2.90,      2.90,      2.90,      2.90,0,0,1,0,1,1,U2 
H4,840,2016,020753,      0.67,      0.67,      0.67,      0.67,0,0,1,0,1,1,U2 
H4,840,2016,020754,      2.69,      2.69,      2.69,      2.69,0,0,1,0,1,1,U2 
H4,840,2016,020755,      2.94,      2.94,      2.94,      2.94,0,0,1,0,1,1,U2 
H4,840,2016,020760,     13.39,      1.67,      3.35,      2.68,0,0,5,0,5,5,U2 
H4,840,2016,020810,      6.40,      6.40,      6.40,      6.40,0,0,0,1,1,1,U2 
H4,840,2016,020830,      6.40,      6.40,      6.40,      6.40,0,0,0,1,1,1,U2 
H4,840,2016,020840,      6.40,      6.40,      6.40,      6.40,0,0,0,1,1,1,U2 
H4,840,2016,020850,      6.40,      6.40,      6.40,      6.40,0,0,0,1,1,1,U2 
H4,840,2016,020860,      6.40,      6.40,      6.40,      6.40,0,0,0,1,1,1,U2 
H4,840,2016,020890,      7.36,      0.00,      6.40,      1.84,0,2,1,1,4,4,U2 
H4,840,2016,020910,      3.20,      3.20,      3.20,      3.20,0,0,0,1,1,1,U2 
H4,840,2016,020990,      3.20,      3.20,      3.20,      3.20,0,0,0,1,1,1,U2 
H4,840,2016,021011,      0.27,      0.27,      0.27,      0.27,0,0,1,0,1,1,U2 
H4,840,2016,021012,      0.28,      0.28,      0.28,      0.28,0,0,1,0,1,1,U2 
H4,840,2016,021019,      0.26,      0.26,      0.26,      0.26,0,0,1,0,1,1,U2 
H4,840,2016,021020,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,021091,      2.30,      2.30,      2.30,      2.30,0,0,0,1,1,1,U2 
H4,840,2016,021092,      2.30,      2.30,      2.30,      2.30,0,0,0,1,1,1,U2 
H4,840,2016,021093,      2.30,      2.30,      2.30,      2.30,0,0,0,1,1,1,U2 
H4,840,2016,021099,      4.60,      2.30,      2.30,      2.30,0,0,0,2,2,2,U2 
H4,840,2016,030111,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030119,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030191,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030192,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030193,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030194,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030195,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030199,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030211,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030213,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030214,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030219,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030221,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030222,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030223,      0.09,      0.09,      0.09,      0.09,0,0,1,0,1,1,U2 
H4,840,2016,030224,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030229,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030231,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030232,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030233,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030234,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030235,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030236,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030239,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030241,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030242,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030243,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030244,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030245,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H4,840,2016,030246,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H4,840,2016,030247,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030251,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030252,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030253,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030254,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H4,840,2016,030255,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H4,840,2016,030256,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H4,840,2016,030259,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H4,840,2016,030271,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H4,840,2016,030272,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H4,840,2016,030273,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H4,840,2016,030274,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030279,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H4,840,2016,030281,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030282,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030283,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030284,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H4,840,2016,030285,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H4,840,2016,030289,      3.00,      0.00,      3.00,      1.50,0,1,0,1,2,2,U2 
H4,840,2016,030290,     15.00,      0.00,     15.00,      7.50,0,1,0,1,2,2,U2 
H4,840,2016,030311,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030312,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030313,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030314,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030319,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030323,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030324,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030325,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030326,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030329,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030331,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030332,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030333,      0.20,      0.20,      0.20,      0.20,0,0,1,0,1,1,U2 
H4,840,2016,030334,      0.21,      0.21,      0.21,      0.21,0,0,1,0,1,1,U2 
H4,840,2016,030339,      0.62,      0.62,      0.62,      0.62,0,0,1,0,1,1,U2 
H4,840,2016,030341,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030342,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030343,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030344,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030345,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030346,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030349,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030351,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030353,      1.15,      1.15,      1.15,      1.15,0,0,1,0,1,1,U2 
H4,840,2016,030354,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030355,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030356,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030357,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030363,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030364,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030365,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030366,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030367,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030368,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030369,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030381,      0.43,      0.43,      0.43,      0.43,0,0,1,0,1,1,U2 
H4,840,2016,030382,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030383,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030384,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030389,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030390,     15.00,      0.00,     15.00,      7.50,0,1,0,1,2,2,U2 
H4,840,2016,030431,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030432,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030433,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030439,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030441,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030442,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030443,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030444,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030445,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030446,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030449,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030451,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030452,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030453,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030454,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030455,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030459,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030461,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030462,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030463,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030469,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030471,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H4,840,2016,030472,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H4,840,2016,030473,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H4,840,2016,030474,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H4,840,2016,030475,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H4,840,2016,030479,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H4,840,2016,030481,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H4,840,2016,030482,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H4,840,2016,030483,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H4,840,2016,030484,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030485,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030486,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030487,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030489,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H4,840,2016,030491,      6.00,      0.00,      6.00,      3.00,0,1,0,1,2,2,U2 
H4,840,2016,030492,      6.00,      0.00,      6.00,      3.00,0,1,0,1,2,2,U2 
H4,840,2016,030493,      6.00,      0.00,      6.00,      3.00,0,1,0,1,2,2,U2 
H4,840,2016,030494,      6.00,      0.00,      6.00,      3.00,0,1,0,1,2,2,U2 
H4,840,2016,030495,      6.00,      0.00,      6.00,      3.00,0,1,0,1,2,2,U2 
H4,840,2016,030499,      6.00,      0.00,      6.00,      3.00,0,1,0,1,2,2,U2 
H4,840,2016,030510,      6.00,      0.00,      6.00,      3.00,0,1,0,1,2,2,U2 
H4,840,2016,030520,      7.50,      0.00,      7.50,      3.75,0,1,0,1,2,2,U2 
H4,840,2016,030531,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030532,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030539,      9.00,      0.00,      5.00,      3.00,0,1,0,2,3,3,U2 
H4,840,2016,030541,      5.00,      5.00,      5.00,      5.00,0,0,0,1,1,1,U2 
H4,840,2016,030542,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030543,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030544,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030549,      0.00,      0.00,      0.00,      0.00,0,2,0,0,2,2,U2 
H4,840,2016,030551,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030559,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030561,      4.00,      0.00,      4.00,      2.00,0,1,0,1,2,2,U2 
H4,840,2016,030562,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030563,      5.00,      0.00,      5.00,      1.67,0,2,0,1,3,3,U2 
H4,840,2016,030564,      0.50,      0.00,      0.50,      0.25,0,1,0,1,2,2,U2 
H4,840,2016,030569,      8.50,      0.00,      5.00,      1.42,0,3,0,3,6,6,U2 
H4,840,2016,030571,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030572,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030579,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030611,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030612,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030614,      7.50,      0.00,      7.50,      3.75,0,1,0,1,2,2,U2 
H4,840,2016,030615,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030616,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030617,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030619,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030621,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030622,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030624,      7.50,      0.00,      7.50,      3.75,0,1,0,1,2,2,U2 
H4,840,2016,030625,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030626,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030627,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030629,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030711,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030719,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030721,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030729,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030731,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030739,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030741,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030749,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030751,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030759,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030760,      5.00,      5.00,      5.00,      5.00,0,0,0,1,1,1,U2 
H4,840,2016,030771,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030779,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030781,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030789,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030791,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030799,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030811,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030819,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030821,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030829,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030830,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,030890,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1,U2 
H4,840,2016,040110,,,,,1,0,0,0,0,1,U2 
H4,840,2016,040120,,,,,2,0,0,0,0,2,U2 
H4,840,2016,040140,,,,,3,0,0,0,0,3,U2 
H4,840,2016,040150,     86.01,      5.59,     74.83,     28.67,3,0,3,0,3,6,U2 
