event_time,estimate,std_error,ci_low,ci_high,p_value_t20,contributing_cohorts
-5,0.0002898273684170932,0.006005459172952243,-0.012237340950408607,0.012816995687242793,0.9619872025993259,2023
-4,-0.0037461576834623956,0.004482614664807097,-0.0130967280224278,0.005604412655503007,0.4131921746481023,"2022,2023"
-3,-0.005572442882300253,0.005064844361241684,-0.01613752308594089,0.004992637321340383,0.2843030974153519,"2022,2023"
-2,-0.0049242971104717535,0.003305759010582284,-0.011819989572016075,0.0019713953510725676,0.1519279376738245,"2022,2023"
-1,0.0,0.0,0.0,0.0,,reference
0,0.0015704283307851807,0.002018671321532954,-0.002640446257976381,0.005781302919546743,0.4457037693976159,"2022,2023"
1,0.0030347897564500233,0.0021230285744326498,-0.0013937702473173813,0.007463349760217428,0.1683065575461633,"2022,2023"
2,0.0031835777872050927,0.0028823304532781787,-0.0028288581812743576,0.009196013755684542,0.2824812273012375,2022
